week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2022 W34,2022/08/21 00:00:00+00,2022/08/27 00:00:00+00,2026/05/10 00:00:00+00,30,33602,2,8,9,4,7,10067,2657,5578,5315,9967,0.16,0.88,0.45,0.52,0.94,0.54,Influenza,619
2022 W34,2022/08/21 00:00:00+00,2022/08/27 00:00:00+00,2026/05/10 00:00:00+00,27,16188,20,1,0,1,5,12367,226,684,900,1999,2.54,0.16,0.05,0.15,0.64,0.67,RSV,620
2022 W35,2022/08/28 00:00:00+00,2022/09/03 00:00:00+00,2026/05/10 00:00:00+00,1953,1657901,109,131,661,603,449,269809,259332,594309,388770,145556,9.88,19.18,43.59,42.24,53.84,35.11,COVID-19,621
2022 W35,2022/08/28 00:00:00+00,2022/09/03 00:00:00+00,2026/05/10 00:00:00+00,23,33625,1,3,4,7,8,10068,2660,5582,5322,9975,0.2,0.83,0.4,0.41,0.94,0.5,Influenza,622
2022 W35,2022/08/28 00:00:00+00,2022/09/03 00:00:00+00,2026/05/10 00:00:00+00,50,16238,38,1,1,2,8,12405,227,685,902,2007,2.83,0.16,0.07,0.1,0.86,0.75,RSV,623
2022 W36,2022/09/04 00:00:00+00,2022/09/10 00:00:00+00,2026/05/10 00:00:00+00,1653,1659554,100,111,576,482,384,269909,259443,594885,389252,145940,9.98,18.82,40.8,40.21,50.32,33.28,COVID-19,624
2022 W36,2022/09/04 00:00:00+00,2022/09/10 00:00:00+00,2026/05/10 00:00:00+00,24,33649,3,5,4,5,7,10071,2665,5586,5327,9982,0.3,0.57,0.4,0.44,0.77,0.47,Influenza,625
2022 W36,2022/09/04 00:00:00+00,2022/09/10 00:00:00+00,2026/05/10 00:00:00+00,39,16277,28,1,2,1,7,12433,228,687,903,2014,3.79,0.16,0.14,0.23,0.9,1,RSV,626
2022 W37,2022/09/11 00:00:00+00,2022/09/17 00:00:00+00,2026/05/10 00:00:00+00,1535,1661089,94,122,504,475,339,270003,259565,595389,389727,146279,8.86,17.53,40.73,40.8,50.02,32.98,COVID-19,627
2022 W37,2022/09/11 00:00:00+00,2022/09/17 00:00:00+00,2026/05/10 00:00:00+00,25,33674,5,3,9,5,3,10076,2668,5595,5332,9985,0.36,0.67,0.49,0.41,0.73,0.5,Influenza,628
2023 W04,2023/01/22 00:00:00+00,2023/01/28 00:00:00+00,2026/05/10 00:00:00+00,379,47155,113,32,69,46,118,12971,3805,8265,7842,14251,11.95,6,5.72,5.36,17.95,8.74,Influenza,629
2021 W42,2021/10/17 00:00:00+00,2021/10/23 00:00:00+00,2026/05/10 00:00:00+00,14742,429673,3354,1680,4464,3444,1800,65655,86846,139036,94708,43377,303.57,255.13,307.62,259.41,219.11,274.82,COVID-19,630
2023 W04,2023/01/22 00:00:00+00,2023/01/28 00:00:00+00,2026/05/10 00:00:00+00,111,23668,43,3,4,11,50,16596,401,1155,1627,3876,3.95,0.31,0.59,1.16,6.05,2.18,RSV,631
2023 W21,2023/05/21 00:00:00+00,2023/05/27 00:00:00+00,2026/05/10 00:00:00+00,30,49803,9,0,9,5,7,13908,4227,9010,8068,14569,0.86,0.31,0.49,0.34,0.47,0.5,Influenza,632
2023 W21,2023/05/21 00:00:00+00,2023/05/27 00:00:00+00,2026/05/10 00:00:00+00,2,24078,0,1,0,0,1,16751,413,1180,1685,4036,0.03,0.05,0.02,0,0.04,0.03,RSV,633
2021 W25,2021/06/20 00:00:00+00,2021/06/26 00:00:00+00,2026/05/10 00:00:00+00,0,11216,0,0,0,0,0,8451,119,379,680,1581,0,0,0,0,0,0,RSV,634
2023 W22,2023/05/28 00:00:00+00,2023/06/03 00:00:00+00,2026/05/10 00:00:00+00,401,1712747,22,6,53,80,240,272027,262110,610702,404585,163193,2.44,1.6,4.01,5.75,31.9,8.04,COVID-19,635
2023 W05,2023/01/29 00:00:00+00,2023/02/04 00:00:00+00,2026/05/10 00:00:00+00,740,1701369,46,27,214,197,256,271508,261632,608092,401993,158016,4.45,5.07,14.22,15.41,36.63,14.84,COVID-19,636
2021 W26,2021/06/27 00:00:00+00,2021/07/03 00:00:00+00,2026/05/10 00:00:00+00,2962,273589,620,905,989,376,71,31715,49618,92478,67997,31743,55.88,142.07,68.73,27.58,9.49,56.13,COVID-19,637
2023 W22,2023/05/28 00:00:00+00,2023/06/03 00:00:00+00,2026/05/10 00:00:00+00,17,49820,6,2,5,3,1,13914,4229,9015,8071,14570,0.59,0.21,0.63,0.26,0.52,0.46,Influenza,638
2021 W42,2021/10/17 00:00:00+00,2021/10/23 00:00:00+00,2026/05/10 00:00:00+00,2,31152,1,0,1,0,0,9800,2030,4971,4973,9360,0.03,0,0.02,0,0,0.01,Influenza,639
2023 W05,2023/01/29 00:00:00+00,2023/02/04 00:00:00+00,2026/05/10 00:00:00+00,353,47508,122,38,74,42,77,13093,3843,8339,7884,14328,10.27,4.91,4.9,2.81,9.92,6.2,Influenza,640
2021 W26,2021/06/27 00:00:00+00,2021/07/03 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,641
2023 W22,2023/05/28 00:00:00+00,2023/06/03 00:00:00+00,2026/05/10 00:00:00+00,1,24079,1,0,0,0,0,16752,413,1180,1685,4036,0.07,0.05,0,0,0.09,0.03,RSV,642
2021 W42,2021/10/17 00:00:00+00,2021/10/23 00:00:00+00,2026/05/10 00:00:00+00,313,12206,291,1,8,7,5,9390,124,393,695,1596,28.19,0.16,0.68,0.59,0.77,6.03,RSV,643
2023 W05,2023/01/29 00:00:00+00,2023/02/04 00:00:00+00,2026/05/10 00:00:00+00,85,23753,30,1,10,12,32,16626,402,1165,1639,3908,2.96,0.36,0.49,0.88,4.42,1.65,RSV,644
2021 W26,2021/06/27 00:00:00+00,2021/07/03 00:00:00+00,2026/05/10 00:00:00+00,0,11216,0,0,0,0,0,8451,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,645
2023 W23,2023/06/04 00:00:00+00,2023/06/10 00:00:00+00,2026/05/10 00:00:00+00,321,1713068,22,14,55,61,169,272049,262124,610757,404646,163362,1.81,1.55,3.52,5.1,24.39,6.48,COVID-19,646
2021 W43,2021/10/24 00:00:00+00,2021/10/30 00:00:00+00,2026/05/10 00:00:00+00,15725,445398,3334,1776,4991,3822,1800,68989,88622,144027,98530,45177,382.76,377.91,413.75,333.55,253.89,358.95,COVID-19,647
2023 W06,2023/02/05 00:00:00+00,2023/02/11 00:00:00+00,2026/05/10 00:00:00+00,707,1702076,29,41,197,170,269,271537,261673,608289,402163,158285,3.59,5.79,15.28,14.56,33.79,14.41,COVID-19,648
2021 W27,2021/07/04 00:00:00+00,2021/07/10 00:00:00+00,2026/05/10 00:00:00+00,3488,277077,608,1247,1173,375,84,32323,50865,93651,68372,31827,65.17,251.05,98.61,35.18,14.64,82.55,COVID-19,649
2023 W23,2023/06/04 00:00:00+00,2023/06/10 00:00:00+00,2026/05/10 00:00:00+00,24,49844,3,2,13,2,4,13917,4231,9028,8073,14574,0.33,0.26,0.47,0.21,0.26,0.32,Influenza,650
2021 W43,2021/10/24 00:00:00+00,2021/10/30 00:00:00+00,2026/05/10 00:00:00+00,0,31152,0,0,0,0,0,9800,2030,4971,4973,9360,0.03,0,0.02,0,0,0.01,Influenza,651
2023 W06,2023/02/05 00:00:00+00,2023/02/11 00:00:00+00,2026/05/10 00:00:00+00,225,47733,77,25,66,21,36,13170,3868,8405,7905,14364,8.79,5.48,4.97,2.29,6.23,5.3,Influenza,652
2021 W27,2021/07/04 00:00:00+00,2021/07/10 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,653
2023 W23,2023/06/04 00:00:00+00,2023/06/10 00:00:00+00,2026/05/10 00:00:00+00,2,24081,1,0,0,0,1,16753,413,1180,1685,4037,0.07,0,0,0,0.09,0.03,RSV,654
2021 W43,2021/10/24 00:00:00+00,2021/10/30 00:00:00+00,2026/05/10 00:00:00+00,397,12603,356,1,16,12,11,9746,125,409,707,1607,34.74,0.41,1.05,0.88,2.02,7.71,RSV,655
2023 W06,2023/02/05 00:00:00+00,2023/02/11 00:00:00+00,2026/05/10 00:00:00+00,59,23812,17,3,7,11,21,16643,405,1172,1650,3929,2.24,0.31,0.42,0.72,3.18,1.26,RSV,656
2021 W27,2021/07/04 00:00:00+00,2021/07/10 00:00:00+00,2026/05/10 00:00:00+00,1,11217,1,0,0,0,0,8452,119,379,680,1581,0.03,0,0,0,0,0.01,RSV,657
2023 W24,2023/06/11 00:00:00+00,2023/06/17 00:00:00+00,2026/05/10 00:00:00+00,279,1713347,11,10,42,57,159,272060,262134,610799,404703,163521,1.45,1.71,2.77,4.05,19.67,5.24,COVID-19,658
2021 W44,2021/10/31 00:00:00+00,2021/11/06 00:00:00+00,2026/05/10 00:00:00+00,24981,470379,4936,3854,8201,5676,2313,73925,92476,152228,104206,47490,471.21,503.18,518.32,409.84,278.67,443.8,COVID-19,659
2023 W07,2023/02/12 00:00:00+00,2023/02/18 00:00:00+00,2026/05/10 00:00:00+00,779,1702855,34,44,241,198,262,271571,261717,608530,402361,158547,2.96,6.31,14.88,14.18,31.69,13.83,COVID-19,660
2021 W28,2021/07/11 00:00:00+00,2021/07/17 00:00:00+00,2026/05/10 00:00:00+00,6302,283379,751,2704,2046,614,186,33074,53569,95697,68986,32013,80.25,390.78,135.03,48.99,21.94,117.64,COVID-19,661
2021 W28,2021/07/11 00:00:00+00,2021/07/17 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,662
2021 W28,2021/07/11 00:00:00+00,2021/07/17 00:00:00+00,2026/05/10 00:00:00+00,0,11217,0,0,0,0,0,8452,119,379,680,1581,0.1,0,0,0,0,0.02,RSV,663
2021 W29,2021/07/18 00:00:00+00,2021/07/24 00:00:00+00,2026/05/10 00:00:00+00,8383,291762,1078,3608,2543,912,241,34152,57177,98240,69898,32254,103.46,510.78,179.58,64.69,29.54,154.62,COVID-19,664
2021 W29,2021/07/18 00:00:00+00,2021/07/24 00:00:00+00,2026/05/10 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0.02,0,0,0.01,Influenza,665
2021 W29,2021/07/18 00:00:00+00,2021/07/24 00:00:00+00,2026/05/10 00:00:00+00,2,11219,2,0,0,0,0,8454,119,379,680,1581,0.2,0.05,0,0,0,0.05,RSV,666
2021 W30,2021/07/25 00:00:00+00,2021/07/31 00:00:00+00,2026/05/10 00:00:00+00,9200,300962,1313,3568,3074,984,261,35465,60745,101314,70882,32515,128.72,559.11,206.78,81.49,37.96,178.64,COVID-19,667
2021 W30,2021/07/25 00:00:00+00,2021/07/31 00:00:00+00,2026/05/10 00:00:00+00,1,31150,0,0,1,0,0,9799,2030,4970,4973,9360,0,0,0.02,0,0,0.01,Influenza,668
2021 W30,2021/07/25 00:00:00+00,2021/07/31 00:00:00+00,2026/05/10 00:00:00+00,5,11224,4,1,0,0,0,8458,120,379,680,1581,0.49,0.05,0,0,0,0.1,RSV,669
2021 W31,2021/08/01 00:00:00+00,2021/08/07 00:00:00+00,2026/05/10 00:00:00+00,10013,310975,1518,3639,3207,1266,382,36983,64384,104521,72148,32897,156.97,574.93,225.79,101.06,52.38,198.52,COVID-19,670
2021 W31,2021/08/01 00:00:00+00,2021/08/07 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0.02,0,0,0.01,Influenza,671
2021 W31,2021/08/01 00:00:00+00,2021/08/07 00:00:00+00,2026/05/10 00:00:00+00,9,11233,9,0,0,0,0,8467,120,379,680,1581,0.79,0.05,0,0.03,0,0.17,RSV,672
2021 W32,2021/08/08 00:00:00+00,2021/08/14 00:00:00+00,2026/05/10 00:00:00+00,11453,322428,1936,3914,3354,1671,577,38919,68298,107875,73819,33474,203.17,569.66,237.97,131.26,73.64,221.1,COVID-19,673
2021 W32,2021/08/08 00:00:00+00,2021/08/14 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,674
2021 W32,2021/08/08 00:00:00+00,2021/08/14 00:00:00+00,2026/05/10 00:00:00+00,12,11245,11,0,0,1,0,8478,120,379,681,1581,0.99,0,0,0.03,0,0.2,RSV,675
2021 W33,2021/08/15 00:00:00+00,2021/08/21 00:00:00+00,2026/05/10 00:00:00+00,12689,335117,2716,3466,3594,2156,756,41635,71764,111469,75975,34230,239.56,512.53,238.58,150.36,93.09,229,COVID-19,676
2021 W33,2021/08/15 00:00:00+00,2021/08/21 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,677
2021 W33,2021/08/15 00:00:00+00,2021/08/21 00:00:00+00,2026/05/10 00:00:00+00,10,11255,10,0,0,0,0,8488,120,379,681,1581,0.99,0,0,0.03,0,0.2,RSV,678
2021 W34,2021/08/22 00:00:00+00,2021/08/28 00:00:00+00,2026/05/10 00:00:00+00,11232,346349,2623,2534,3233,2007,835,44258,74298,114702,77982,35065,258.92,423.56,227.64,153.61,105.46,221.31,COVID-19,679
2021 W34,2021/08/22 00:00:00+00,2021/08/28 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,680
2021 W34,2021/08/22 00:00:00+00,2021/08/28 00:00:00+00,2026/05/10 00:00:00+00,9,11264,9,0,0,0,0,8497,120,379,681,1581,1.35,0,0,0,0.04,0.27,RSV,681
2021 W35,2021/08/29 00:00:00+00,2021/09/04 00:00:00+00,2026/05/10 00:00:00+00,10266,356615,2524,2193,2887,1797,865,46782,76491,117589,79779,35930,266.33,328.13,205.94,137.06,99.14,199.71,COVID-19,682
2021 W35,2021/08/29 00:00:00+00,2021/09/04 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,683
2021 W35,2021/08/29 00:00:00+00,2021/09/04 00:00:00+00,2026/05/10 00:00:00+00,23,11287,22,0,0,0,1,8519,120,379,681,1582,1.91,0,0,0,0.26,0.41,RSV,684
2021 W36,2021/09/05 00:00:00+00,2021/09/11 00:00:00+00,2026/05/10 00:00:00+00,9352,365967,2941,1620,2668,1514,609,49723,78111,120257,81293,36539,283.62,271.26,187.5,124.12,92.32,186.62,COVID-19,685
2021 W36,2021/09/05 00:00:00+00,2021/09/11 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,686
2021 W36,2021/09/05 00:00:00+00,2021/09/11 00:00:00+00,2026/05/10 00:00:00+00,32,11319,27,0,0,0,5,8546,120,379,681,1587,2.47,0,0,0,0.26,0.52,RSV,687
2021 W37,2021/09/12 00:00:00+00,2021/09/18 00:00:00+00,2026/05/10 00:00:00+00,9210,375177,3148,1434,2446,1505,676,52871,79545,122703,82798,37215,291.35,229.02,185.01,119.95,87.34,180.38,COVID-19,688
2021 W37,2021/09/12 00:00:00+00,2021/09/18 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,689
2021 W37,2021/09/12 00:00:00+00,2021/09/18 00:00:00+00,2026/05/10 00:00:00+00,26,11345,26,0,0,0,0,8572,120,379,681,1587,4.15,0.05,0,0.05,0.21,0.87,RSV,690
2021 W38,2021/09/19 00:00:00+00,2021/09/25 00:00:00+00,2026/05/10 00:00:00+00,9302,384479,2759,1376,2781,1635,749,55630,80921,125484,84433,37964,263.4,217.03,184.83,129.48,100.78,177.76,COVID-19,691
2021 W38,2021/09/19 00:00:00+00,2021/09/25 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,692
2021 W38,2021/09/19 00:00:00+00,2021/09/25 00:00:00+00,2026/05/10 00:00:00+00,76,11421,73,1,0,2,0,8645,121,379,683,1587,6.52,0.05,0,0.05,0.04,1.31,RSV,693
2021 W39,2021/09/26 00:00:00+00,2021/10/02 00:00:00+00,2026/05/10 00:00:00+00,8947,393426,2092,1388,2660,1884,922,57722,82309,128144,86317,38886,227.18,214.13,192.09,146.06,122.76,179.76,COVID-19,694
2021 W39,2021/09/26 00:00:00+00,2021/10/02 00:00:00+00,2026/05/10 00:00:00+00,0,31150,0,0,0,0,0,9799,2030,4970,4973,9360,0,0,0,0,0,0,Influenza,695
2023 W07,2023/02/12 00:00:00+00,2023/02/18 00:00:00+00,2026/05/10 00:00:00+00,241,47974,68,43,72,26,32,13238,3911,8477,7931,14396,6.12,5.01,4.41,1.7,4.55,4.16,Influenza,696
2023 W07,2023/02/12 00:00:00+00,2023/02/18 00:00:00+00,2026/05/10 00:00:00+00,50,23862,21,2,1,5,21,16664,407,1173,1655,3950,1.78,0.31,0.21,0.77,2.92,1.08,RSV,697
2023 W08,2023/02/19 00:00:00+00,2023/02/25 00:00:00+00,2026/05/10 00:00:00+00,651,1703506,27,37,197,182,207,271598,261754,608727,402543,158754,3.13,5.84,13.87,13.61,27.74,12.79,COVID-19,698
2023 W08,2023/02/19 00:00:00+00,2023/02/25 00:00:00+00,2026/05/10 00:00:00+00,177,48151,41,29,50,19,38,13279,3940,8527,7950,14434,4.87,5.07,3.75,1.47,3.65,3.55,Influenza,699
2023 W08,2023/02/19 00:00:00+00,2023/02/25 00:00:00+00,2026/05/10 00:00:00+00,58,23920,16,1,1,14,26,16680,408,1174,1669,3976,1.51,0.16,0.07,0.54,2.36,0.83,RSV,700
2023 W09,2023/02/26 00:00:00+00,2023/03/04 00:00:00+00,2026/05/10 00:00:00+00,545,1704051,34,32,154,148,177,271632,261786,608881,402691,158931,2.9,5.64,13.38,14.48,30.49,13.21,COVID-19,701
2023 W09,2023/02/26 00:00:00+00,2023/03/04 00:00:00+00,2026/05/10 00:00:00+00,130,48281,39,26,38,12,15,13318,3966,8565,7962,14449,4.45,4.91,3.28,1.13,2.83,3.11,Influenza,702
2023 W09,2023/02/26 00:00:00+00,2023/03/04 00:00:00+00,2026/05/10 00:00:00+00,20,23940,9,0,1,2,8,16689,408,1175,1671,3984,1.15,0.1,0.05,0.52,2.06,0.69,RSV,703
2023 W24,2023/06/11 00:00:00+00,2023/06/17 00:00:00+00,2026/05/10 00:00:00+00,8,49852,1,1,2,3,1,13918,4232,9030,8076,14575,0.26,0.26,0.45,0.15,0.26,0.28,Influenza,704
2023 W10,2023/03/05 00:00:00+00,2023/03/11 00:00:00+00,2026/05/10 00:00:00+00,845,1704896,27,40,220,232,326,271659,261826,609101,402923,159257,2.7,5.74,14.06,15.13,32.98,13.91,COVID-19,705
2023 W24,2023/06/11 00:00:00+00,2023/06/17 00:00:00+00,2026/05/10 00:00:00+00,1,24082,0,0,0,0,1,16753,413,1180,1685,4038,0.2,0,0,0,0.09,0.05,RSV,706
2021 W44,2021/10/31 00:00:00+00,2021/11/06 00:00:00+00,2026/05/10 00:00:00+00,0,31152,0,0,0,0,0,9800,2030,4971,4973,9360,0,0,0,0.03,0,0.01,Influenza,707
2023 W10,2023/03/05 00:00:00+00,2023/03/11 00:00:00+00,2026/05/10 00:00:00+00,173,48454,55,40,52,13,13,13373,4006,8617,7975,14462,5.43,4.5,3.33,1.11,2.06,3.14,Influenza,708
2023 W25,2023/06/18 00:00:00+00,2023/06/24 00:00:00+00,2026/05/10 00:00:00+00,210,1713557,11,9,21,39,130,272071,262143,610820,404742,163651,1.22,1.29,2.02,2.86,16.1,4.1,COVID-19,709
2021 W44,2021/10/31 00:00:00+00,2021/11/06 00:00:00+00,2026/05/10 00:00:00+00,481,13084,408,6,21,15,31,10154,131,430,722,1638,38.63,0.93,1.69,1.21,3.26,8.98,RSV,710
2023 W10,2023/03/05 00:00:00+00,2023/03/11 00:00:00+00,2026/05/10 00:00:00+00,29,23969,10,1,0,4,14,16699,409,1175,1675,3998,1.02,0.1,0.05,0.21,1.25,0.47,RSV,711
2023 W25,2023/06/18 00:00:00+00,2023/06/24 00:00:00+00,2026/05/10 00:00:00+00,12,49864,4,2,4,1,1,13922,4234,9034,8077,14576,0.26,0.26,0.26,0.13,0.17,0.21,Influenza,712
2021 W45,2021/11/07 00:00:00+00,2021/11/13 00:00:00+00,2026/05/10 00:00:00+00,27850,498229,6040,4103,8926,6404,2377,79965,96579,161154,110610,49867,606.48,611.9,633.64,487.5,306.1,539.5,COVID-19,713
2023 W11,2023/03/12 00:00:00+00,2023/03/18 00:00:00+00,2026/05/10 00:00:00+00,758,1705654,21,39,226,207,265,271680,261865,609327,403130,159522,3.06,7.6,19.29,20.1,44.83,18.69,COVID-19,714
2023 W25,2023/06/18 00:00:00+00,2023/06/24 00:00:00+00,2026/05/10 00:00:00+00,5,24087,5,0,0,0,0,16758,413,1180,1685,4038,0.33,0,0,0,0.09,0.08,RSV,715
2021 W45,2021/11/07 00:00:00+00,2021/11/13 00:00:00+00,2026/05/10 00:00:00+00,1,31153,0,0,0,1,0,9800,2030,4971,4974,9360,0,0,0.02,0.03,0,0.01,Influenza,716
2023 W11,2023/03/12 00:00:00+00,2023/03/18 00:00:00+00,2026/05/10 00:00:00+00,182,48636,71,21,52,18,20,13444,4027,8669,7993,14482,7.54,5.89,4.29,1.11,2.19,4.01,Influenza,717
2023 W11,2023/03/12 00:00:00+00,2023/03/18 00:00:00+00,2026/05/10 00:00:00+00,23,23992,12,1,1,2,7,16711,410,1176,1677,4005,0.92,0.1,0.02,0.18,1.12,0.41,RSV,718
2023 W12,2023/03/19 00:00:00+00,2023/03/25 00:00:00+00,2026/05/10 00:00:00+00,1284,1706938,45,68,377,341,453,271725,261933,609704,403471,159975,3.69,8.17,21.21,22.01,49.77,20.64,COVID-19,719
2023 W12,2023/03/19 00:00:00+00,2023/03/25 00:00:00+00,2026/05/10 00:00:00+00,265,48901,103,53,79,12,18,13547,4080,8748,8005,14500,8.79,6.46,4.69,1.03,1.93,4.38,Influenza,720
2023 W26,2023/06/25 00:00:00+00,2023/07/01 00:00:00+00,2026/05/10 00:00:00+00,145,1713702,15,6,23,15,86,272086,262149,610843,404757,163737,1.22,1.14,1.69,2.45,13.44,3.49,COVID-19,721
2023 W12,2023/03/19 00:00:00+00,2023/03/25 00:00:00+00,2026/05/10 00:00:00+00,12,24004,6,0,0,1,5,16717,410,1176,1678,4010,0.79,0.1,0.05,0.08,0.73,0.31,RSV,722
2021 W45,2021/11/07 00:00:00+00,2021/11/13 00:00:00+00,2026/05/10 00:00:00+00,509,13593,409,11,35,20,34,10563,142,465,742,1672,39.48,1.5,2.11,1.42,4.51,9.57,RSV,723
2023 W13,2023/03/26 00:00:00+00,2023/04/01 00:00:00+00,2026/05/10 00:00:00+00,1146,1708084,46,51,302,306,441,271771,261984,610006,403777,160416,4.12,7.5,18.3,19.74,55.3,20.1,COVID-19,724
2021 W46,2021/11/14 00:00:00+00,2021/11/20 00:00:00+00,2026/05/10 00:00:00+00,30508,528737,7442,3879,9912,6835,2439,87407,100458,171066,117445,52306,719.49,626.01,684.61,515.38,302.37,584.08,COVID-19,725
2021 W46,2021/11/14 00:00:00+00,2021/11/20 00:00:00+00,2026/05/10 00:00:00+00,1,31154,0,0,1,0,0,9800,2030,4972,4974,9360,0,0,0.02,0.05,0.04,0.03,Influenza,726
2023 W13,2023/03/26 00:00:00+00,2023/04/01 00:00:00+00,2026/05/10 00:00:00+00,230,49131,93,51,69,10,7,13640,4131,8817,8015,14507,9.65,6.51,4.76,0.88,1.67,4.5,Influenza,727
2021 W46,2021/11/14 00:00:00+00,2021/11/20 00:00:00+00,2026/05/10 00:00:00+00,489,14082,382,12,34,20,40,10945,154,499,762,1712,36.09,2.07,2.65,1.8,4.47,9.22,RSV,728
2023 W13,2023/03/26 00:00:00+00,2023/04/01 00:00:00+00,2026/05/10 00:00:00+00,13,24017,6,1,1,0,5,16723,411,1177,1678,4015,0.63,0.05,0.05,0.08,0.56,0.25,RSV,729
2021 W47,2021/11/21 00:00:00+00,2021/11/27 00:00:00+00,2026/05/10 00:00:00+00,31868,560605,8368,4127,10376,6758,2226,95775,104585,181442,124203,54532,850.09,630.2,748.07,539.02,282.96,630.86,COVID-19,730
2023 W14,2023/04/02 00:00:00+00,2023/04/08 00:00:00+00,2026/05/10 00:00:00+00,675,1708759,34,26,102,119,394,271805,262010,610108,403896,160810,3.59,4.81,11.58,13.58,51.1,15.62,COVID-19,731
2021 W47,2021/11/21 00:00:00+00,2021/11/27 00:00:00+00,2026/05/10 00:00:00+00,2,31156,0,0,0,1,1,9800,2030,4972,4975,9361,0,0.05,0.05,0.08,0.04,0.05,Influenza,732
2023 W14,2023/04/02 00:00:00+00,2023/04/08 00:00:00+00,2026/05/10 00:00:00+00,200,49331,97,22,55,12,14,13737,4153,8872,8027,14521,8.27,5.27,4.08,0.82,1.46,3.84,Influenza,733
2023 W26,2023/06/25 00:00:00+00,2023/07/01 00:00:00+00,2026/05/10 00:00:00+00,13,49877,3,2,5,1,2,13925,4236,9039,8078,14578,0.26,0.26,0.26,0.05,0.21,0.2,Influenza,734
2021 W47,2021/11/21 00:00:00+00,2021/11/27 00:00:00+00,2026/05/10 00:00:00+00,427,14509,305,17,44,30,30,11250,171,543,792,1742,30.79,2.12,2.44,1.7,3.95,8.03,RSV,735
2023 W14,2023/04/02 00:00:00+00,2023/04/08 00:00:00+00,2026/05/10 00:00:00+00,13,24030,7,0,1,2,3,16730,411,1178,1680,4018,0.66,0.1,0.05,0.08,0.6,0.27,RSV,736
2023 W26,2023/06/25 00:00:00+00,2023/07/01 00:00:00+00,2026/05/10 00:00:00+00,6,24093,5,0,0,0,1,16763,413,1180,1685,4039,0.36,0,0,0,0.04,0.08,RSV,737
2021 W48,2021/11/28 00:00:00+00,2021/12/04 00:00:00+00,2026/05/10 00:00:00+00,35076,595681,10006,4184,11634,7321,1925,105781,108769,193076,131524,56457,870.54,616.45,773.07,524.35,232.85,628.84,COVID-19,738
2023 W15,2023/04/09 00:00:00+00,2023/04/15 00:00:00+00,2026/05/10 00:00:00+00,592,1709351,29,16,90,102,355,271834,262026,610198,403998,161165,3.1,3.15,6.82,8.04,48,12.14,COVID-19,739
2023 W27,2023/07/02 00:00:00+00,2023/07/08 00:00:00+00,2026/05/10 00:00:00+00,184,1713886,11,7,28,41,97,272097,262156,610871,404798,163834,1.61,0.93,1.99,2.5,13.14,3.59,COVID-19,740
2021 W48,2021/11/28 00:00:00+00,2021/12/04 00:00:00+00,2026/05/10 00:00:00+00,4,31160,0,1,1,2,0,9800,2031,4973,4977,9361,0.07,0.21,0.02,0.08,0.04,0.07,Influenza,741
2023 W15,2023/04/09 00:00:00+00,2023/04/15 00:00:00+00,2026/05/10 00:00:00+00,163,49494,61,29,50,10,13,13798,4182,8922,8037,14534,6.39,3.77,3.19,0.85,1.55,3.06,Influenza,742
2023 W27,2023/07/02 00:00:00+00,2023/07/08 00:00:00+00,2026/05/10 00:00:00+00,6,49883,1,1,2,0,2,13926,4237,9041,8078,14580,0.2,0.31,0.28,0.03,0.17,0.19,Influenza,743
