"week_start","hospital","region","ed_trolleys","ward_trolleys","total_trolleys","surge_capacity_in_use","delayed_transfers_of_care","total_waiting_gt_24hrs","age_75plus_waiting_gt_24hrs","days_in_week"
2024-12-30,Ennis Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2024-12-30,Nenagh Hospital,HSE Mid West,0,0,0,0,28,0,0,7
2024-12-30,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,48,0,0,7
2024-12-30,UH Limerick,HSE Mid West,168,269,437,299,41,152,4,7
2024-12-30,Bantry General Hospital,HSE South West,0,0,0,0,25,0,0,7
2024-12-30,Cork University Hospital,HSE South West,132,26,158,151,194,12,1,7
2024-12-30,Mallow General Hospital,HSE South West,0,0,0,0,14,0,0,7
2024-12-30,Mercy University Hospital,HSE South West,107,20,127,69,90,46,3,7
2024-12-30,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,23,0,0,7
2024-12-30,UH Kerry,HSE South West,87,20,107,98,118,11,5,7
2024-12-30,Galway University Hospital,HSE West and North West,91,21,112,127,230,6,2,7
2024-12-30,Letterkenny University Hospital,HSE West and North West,45,21,66,97,134,13,0,7
2024-12-30,Mayo University Hospital,HSE West and North West,39,73,112,102,80,60,0,7
2024-12-30,Portiuncula University Hospital,HSE West and North West,76,11,87,126,17,26,1,7
2024-12-30,Roscommon University Hospital,HSE West and North West,0,0,0,0,5,0,0,7
2024-12-30,Sligo University Hospital,HSE West and North West,93,75,168,83,136,41,4,7
2025-01-06,CHI at Crumlin,HSE Dublin and Midlands,6,0,6,1,14,0,0,7
2025-01-06,CHI at Tallaght,HSE Dublin and Midlands,5,0,5,0,0,0,0,7
2025-01-06,CHI at Temple Street,HSE Dublin and Midlands,10,0,10,0,10,1,0,7
2025-01-06,MRH Mullingar,HSE Dublin and Midlands,27,7,34,168,7,0,0,7
2025-01-06,MRH Portlaoise,HSE Dublin and Midlands,23,0,23,77,35,0,0,7
2025-01-06,MRH Tullamore,HSE Dublin and Midlands,0,0,0,263,43,0,0,7
2025-01-06,Naas General Hospital,HSE Dublin and Midlands,138,47,185,93,83,37,4,7
2025-01-06,St. James's Hospital,HSE Dublin and Midlands,148,0,148,138,116,7,0,7
2025-01-06,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-01-06,Tallaght University Hospital,HSE Dublin and Midlands,142,32,174,250,124,53,0,7
2025-01-06,Beaumont Hospital,HSE Dublin and North East,65,0,65,164,88,0,0,7
2025-01-06,Cavan General Hospital,HSE Dublin and North East,60,0,60,99,14,2,0,7
2025-01-06,Connolly Hospital,HSE Dublin and North East,20,0,20,4,35,0,0,7
2025-01-06,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-01-06,Mater Misericordiae University Hospital,HSE Dublin and North East,110,0,110,145,113,8,7,7
2025-01-06,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,9,0,0,7
2025-01-06,Our Lady of Lourdes Hospital,HSE Dublin and North East,116,0,116,267,79,7,0,7
2025-01-06,Our Lady's Hospital Navan,HSE Dublin and North East,11,0,11,66,23,0,0,7
2025-01-06,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,70,0,0,7
2025-01-06,St Luke's General Hospital Kilkenny,HSE Dublin and South East,22,8,30,206,44,0,0,7
2025-01-06,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,21,0,0,7
2025-01-06,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,26,0,0,7
2025-01-06,St. Vincent's University Hospital,HSE Dublin and South East,171,51,222,291,110,32,6,7
2025-01-06,Tipperary University Hospital,HSE Dublin and South East,30,31,61,137,63,29,0,7
2025-01-06,UH Waterford,HSE Dublin and South East,0,0,0,102,144,0,0,7
2025-01-06,Wexford General Hospital,HSE Dublin and South East,21,3,24,117,58,0,0,7
2025-01-06,Ennis Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2025-01-06,Nenagh Hospital,HSE Mid West,0,0,0,0,24,0,0,7
2025-01-06,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,57,0,0,7
2025-01-06,UH Limerick,HSE Mid West,199,287,486,332,37,139,0,7
2025-01-06,Bantry General Hospital,HSE South West,0,0,0,0,14,0,0,7
2025-01-06,Cork University Hospital,HSE South West,199,50,249,194,155,41,6,7
2025-01-06,Mallow General Hospital,HSE South West,0,0,0,0,10,0,0,7
2025-01-06,Mercy University Hospital,HSE South West,140,34,174,81,111,59,13,7
2025-01-06,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,22,0,0,7
2025-01-06,UH Kerry,HSE South West,99,16,115,98,128,20,6,7
2025-01-06,Galway University Hospital,HSE West and North West,137,61,198,217,228,34,2,7
2025-01-06,Letterkenny University Hospital,HSE West and North West,55,36,91,65,126,14,0,7
2025-01-06,Mayo University Hospital,HSE West and North West,20,63,83,74,105,40,0,7
2025-01-06,Portiuncula University Hospital,HSE West and North West,55,0,55,152,18,3,0,7
2025-01-06,Roscommon University Hospital,HSE West and North West,0,0,0,0,4,0,0,7
2025-01-06,Sligo University Hospital,HSE West and North West,80,101,181,101,187,78,3,7
2025-01-13,CHI at Crumlin,HSE Dublin and Midlands,22,0,22,0,18,0,0,7
2025-01-13,CHI at Tallaght,HSE Dublin and Midlands,4,0,4,1,0,0,0,7
2025-01-13,CHI at Temple Street,HSE Dublin and Midlands,22,0,22,2,7,1,0,7
2025-01-13,MRH Mullingar,HSE Dublin and Midlands,31,2,33,189,9,0,0,7
2025-01-13,MRH Portlaoise,HSE Dublin and Midlands,6,0,6,33,40,1,0,7
2025-01-13,MRH Tullamore,HSE Dublin and Midlands,0,0,0,192,41,0,0,7
2025-01-13,Naas General Hospital,HSE Dublin and Midlands,94,46,140,99,75,48,9,7
2025-01-13,St. James's Hospital,HSE Dublin and Midlands,79,0,79,137,133,4,0,7
2025-01-13,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-01-13,Tallaght University Hospital,HSE Dublin and Midlands,129,42,171,221,97,53,1,7
2025-01-13,Beaumont Hospital,HSE Dublin and North East,80,0,80,133,98,2,0,7
2025-01-13,Cavan General Hospital,HSE Dublin and North East,56,0,56,96,14,4,2,7
2025-01-13,Connolly Hospital,HSE Dublin and North East,1,0,1,2,35,0,0,7
2025-01-13,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-01-13,Mater Misericordiae University Hospital,HSE Dublin and North East,116,0,116,247,114,8,1,7
2025-01-13,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,12,0,0,7
2025-01-13,Our Lady of Lourdes Hospital,HSE Dublin and North East,127,0,127,297,75,0,0,7
2025-01-13,Our Lady's Hospital Navan,HSE Dublin and North East,0,0,0,22,11,0,0,7
2025-01-13,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,76,0,0,7
2025-01-13,St Luke's General Hospital Kilkenny,HSE Dublin and South East,24,8,32,191,40,0,0,7
2025-01-13,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,14,0,0,7
2025-01-13,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,28,0,0,7
2025-01-13,St. Vincent's University Hospital,HSE Dublin and South East,186,63,249,321,118,46,19,7
2025-01-13,Tipperary University Hospital,HSE Dublin and South East,20,27,47,85,64,22,0,7
2025-01-13,UH Waterford,HSE Dublin and South East,0,0,0,98,174,0,0,7
2025-01-13,Wexford General Hospital,HSE Dublin and South East,16,11,27,121,47,0,0,7
2025-01-13,Ennis Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2025-01-13,Nenagh Hospital,HSE Mid West,0,0,0,0,21,0,0,7
2025-01-13,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,58,0,0,7
2025-01-13,UH Limerick,HSE Mid West,189,272,461,368,35,150,0,7
2025-01-13,Bantry General Hospital,HSE South West,0,0,0,0,31,0,0,7
2025-01-13,Cork University Hospital,HSE South West,193,68,261,183,210,45,0,7
2025-01-13,Mallow General Hospital,HSE South West,0,0,0,0,9,0,0,7
2025-01-13,Mercy University Hospital,HSE South West,110,33,143,88,128,52,14,7
2025-01-13,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,8,0,0,7
2025-01-13,UH Kerry,HSE South West,78,38,116,95,128,18,7,7
2025-01-13,Galway University Hospital,HSE West and North West,135,91,226,212,246,57,5,7
2025-01-13,Letterkenny University Hospital,HSE West and North West,24,26,50,28,110,11,0,7
2025-01-13,Mayo University Hospital,HSE West and North West,62,108,170,128,86,88,5,7
2025-01-13,Portiuncula University Hospital,HSE West and North West,24,0,24,101,15,1,0,7
2025-01-13,Roscommon University Hospital,HSE West and North West,0,0,0,0,15,0,0,7
2025-01-13,Sligo University Hospital,HSE West and North West,61,94,155,101,195,60,4,7
2025-01-20,CHI at Crumlin,HSE Dublin and Midlands,11,0,11,0,21,0,0,7
2025-01-20,CHI at Tallaght,HSE Dublin and Midlands,2,0,2,0,0,0,0,7
2025-01-20,CHI at Temple Street,HSE Dublin and Midlands,18,0,18,0,7,0,0,7
2025-01-20,MRH Mullingar,HSE Dublin and Midlands,12,2,14,181,10,0,0,7
2025-01-20,MRH Portlaoise,HSE Dublin and Midlands,21,0,21,83,60,0,0,7
2025-01-20,MRH Tullamore,HSE Dublin and Midlands,0,0,0,72,45,0,0,7
2025-01-20,Naas General Hospital,HSE Dublin and Midlands,41,2,43,76,75,1,0,7
2025-01-20,St. James's Hospital,HSE Dublin and Midlands,87,0,87,75,137,2,0,7
2025-01-20,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-01-20,Tallaght University Hospital,HSE Dublin and Midlands,140,46,186,206,70,61,0,7
2025-01-20,Beaumont Hospital,HSE Dublin and North East,64,0,64,77,118,0,0,7
2025-01-20,Cavan General Hospital,HSE Dublin and North East,77,0,77,45,14,2,1,7
2025-01-20,Connolly Hospital,HSE Dublin and North East,3,0,3,26,35,0,0,7
2025-01-20,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-01-20,Mater Misericordiae University Hospital,HSE Dublin and North East,116,0,116,241,118,1,0,7
2025-01-20,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,6,0,0,7
2025-01-20,Our Lady of Lourdes Hospital,HSE Dublin and North East,150,3,153,330,56,0,0,7
2025-01-20,Our Lady's Hospital Navan,HSE Dublin and North East,3,0,3,33,3,0,0,7
2025-01-20,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,69,0,0,7
2025-01-20,St Luke's General Hospital Kilkenny,HSE Dublin and South East,45,17,62,196,42,7,0,7
2025-01-20,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,14,0,0,7
2025-01-20,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,28,0,0,7
2025-01-20,St. Vincent's University Hospital,HSE Dublin and South East,205,110,315,297,111,55,13,7
2025-01-20,Tipperary University Hospital,HSE Dublin and South East,43,48,91,123,69,46,0,7
2025-01-20,UH Waterford,HSE Dublin and South East,0,0,0,33,169,0,0,7
2025-01-20,Wexford General Hospital,HSE Dublin and South East,12,10,22,116,52,0,0,7
2025-01-20,Ennis Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2025-01-20,Nenagh Hospital,HSE Mid West,0,0,0,0,21,0,0,7
2025-01-20,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,56,0,0,7
2025-01-20,UH Limerick,HSE Mid West,98,254,352,309,32,103,0,7
2025-01-20,Bantry General Hospital,HSE South West,0,0,0,0,25,0,0,7
2025-01-20,Cork University Hospital,HSE South West,226,61,287,205,300,38,0,7
2025-01-20,Mallow General Hospital,HSE South West,0,0,0,0,7,0,0,7
2025-01-20,Mercy University Hospital,HSE South West,80,27,107,94,132,20,2,7
2025-01-20,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,18,0,0,7
2025-01-20,UH Kerry,HSE South West,76,11,87,94,134,10,1,7
2025-01-20,Galway University Hospital,HSE West and North West,154,99,253,208,310,75,10,7
2025-01-20,Letterkenny University Hospital,HSE West and North West,44,42,86,68,143,22,0,7
2025-01-20,Mayo University Hospital,HSE West and North West,69,106,175,123,110,101,0,7
2025-01-20,Portiuncula University Hospital,HSE West and North West,48,0,48,35,33,9,0,7
2025-01-20,Roscommon University Hospital,HSE West and North West,0,0,0,0,30,0,0,7
2025-01-20,Sligo University Hospital,HSE West and North West,36,46,82,85,212,18,0,7
2025-01-27,CHI at Crumlin,HSE Dublin and Midlands,15,0,15,0,21,0,0,7
2025-01-27,CHI at Tallaght,HSE Dublin and Midlands,4,0,4,2,2,0,0,7
2025-01-27,CHI at Temple Street,HSE Dublin and Midlands,22,5,27,4,7,0,0,7
2025-01-27,MRH Mullingar,HSE Dublin and Midlands,28,11,39,212,18,0,0,7
2025-01-27,MRH Portlaoise,HSE Dublin and Midlands,25,0,25,113,60,0,0,7
2025-01-27,MRH Tullamore,HSE Dublin and Midlands,0,0,0,149,45,0,0,7
2025-01-27,Naas General Hospital,HSE Dublin and Midlands,94,18,112,112,62,16,7,7
2025-01-27,St. James's Hospital,HSE Dublin and Midlands,120,0,120,120,145,2,0,7
2025-01-27,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-01-27,Tallaght University Hospital,HSE Dublin and Midlands,128,0,128,183,62,18,1,7
2025-01-27,Beaumont Hospital,HSE Dublin and North East,76,0,76,164,136,0,0,7
2025-01-27,Cavan General Hospital,HSE Dublin and North East,88,0,88,83,14,6,5,7
2025-01-27,Connolly Hospital,HSE Dublin and North East,12,0,12,7,35,0,0,7
2025-01-27,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-01-27,Mater Misericordiae University Hospital,HSE Dublin and North East,150,0,150,288,150,4,0,7
2025-01-27,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-01-27,Our Lady of Lourdes Hospital,HSE Dublin and North East,157,0,157,293,59,0,0,7
2025-01-27,Our Lady's Hospital Navan,HSE Dublin and North East,2,0,2,52,0,0,0,7
2025-01-27,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,63,0,0,7
2025-01-27,St Luke's General Hospital Kilkenny,HSE Dublin and South East,36,17,53,181,50,4,0,7
2025-01-27,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,14,0,0,7
2025-01-27,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,24,0,0,7
2025-01-27,St. Vincent's University Hospital,HSE Dublin and South East,141,55,196,301,104,36,10,7
2025-01-27,Tipperary University Hospital,HSE Dublin and South East,41,73,114,90,70,61,1,7
2025-01-27,UH Waterford,HSE Dublin and South East,0,0,0,12,166,0,0,7
2025-01-27,Wexford General Hospital,HSE Dublin and South East,8,3,11,113,45,3,1,7
2025-01-27,Ennis Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2025-01-27,Nenagh Hospital,HSE Mid West,0,0,0,0,21,0,0,7
2025-01-27,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,55,0,0,7
2025-01-27,UH Limerick,HSE Mid West,112,281,393,362,28,102,0,7
2025-01-27,Bantry General Hospital,HSE South West,0,0,0,0,31,0,0,7
2025-01-27,Cork University Hospital,HSE South West,188,68,256,185,256,19,0,7
2025-01-27,Mallow General Hospital,HSE South West,0,0,0,0,16,0,0,7
2025-01-27,Mercy University Hospital,HSE South West,93,32,125,96,110,18,3,7
2025-01-27,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,24,0,0,7
2025-01-27,UH Kerry,HSE South West,69,19,88,95,161,6,3,7
2025-01-27,Galway University Hospital,HSE West and North West,197,129,326,256,304,84,11,7
2025-01-27,Letterkenny University Hospital,HSE West and North West,47,41,88,85,161,17,0,7
2025-01-27,Mayo University Hospital,HSE West and North West,46,106,152,125,85,87,0,7
2025-01-27,Portiuncula University Hospital,HSE West and North West,18,0,18,81,52,4,0,7
2025-01-27,Roscommon University Hospital,HSE West and North West,0,0,0,0,42,0,0,7
2025-01-27,Sligo University Hospital,HSE West and North West,76,72,148,97,248,39,0,7
2025-02-03,CHI at Crumlin,HSE Dublin and Midlands,22,0,22,0,25,0,0,7
2025-02-03,CHI at Tallaght,HSE Dublin and Midlands,2,4,6,0,5,0,0,7
2025-02-03,CHI at Temple Street,HSE Dublin and Midlands,18,0,18,1,9,0,0,7
2025-02-03,MRH Mullingar,HSE Dublin and Midlands,12,0,12,204,25,0,0,7
2025-02-03,MRH Portlaoise,HSE Dublin and Midlands,26,0,26,118,60,0,0,7
2025-02-03,MRH Tullamore,HSE Dublin and Midlands,0,0,0,221,39,0,0,7
2025-02-03,Naas General Hospital,HSE Dublin and Midlands,62,4,66,142,40,9,0,7
2025-02-03,St. James's Hospital,HSE Dublin and Midlands,123,0,123,137,145,11,1,7
2025-02-03,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-02-03,Tallaght University Hospital,HSE Dublin and Midlands,116,39,155,216,60,45,1,7
2025-02-03,Beaumont Hospital,HSE Dublin and North East,97,0,97,161,112,4,3,7
2025-02-03,Cavan General Hospital,HSE Dublin and North East,98,0,98,79,8,4,3,7
2025-02-03,Connolly Hospital,HSE Dublin and North East,10,0,10,30,30,0,0,7
2025-02-03,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-02-03,Mater Misericordiae University Hospital,HSE Dublin and North East,102,0,102,294,145,18,2,7
2025-02-03,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-02-03,Our Lady of Lourdes Hospital,HSE Dublin and North East,217,0,217,375,100,20,7,7
2025-02-03,Our Lady's Hospital Navan,HSE Dublin and North East,13,0,13,73,5,0,0,7
2025-02-03,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,55,0,0,7
2025-02-03,St Luke's General Hospital Kilkenny,HSE Dublin and South East,35,19,54,223,59,8,0,7
2025-02-03,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,36,0,0,7
2025-02-03,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,26,0,0,7
2025-02-03,St. Vincent's University Hospital,HSE Dublin and South East,172,45,217,286,93,33,11,7
2025-02-03,Tipperary University Hospital,HSE Dublin and South East,51,42,93,105,77,45,1,7
2025-02-03,UH Waterford,HSE Dublin and South East,0,0,0,110,170,0,0,7
2025-02-03,Wexford General Hospital,HSE Dublin and South East,21,27,48,147,35,5,0,7
2025-02-03,Ennis Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2025-02-03,Nenagh Hospital,HSE Mid West,0,0,0,0,26,0,0,7
2025-02-03,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,45,0,0,7
2025-02-03,UH Limerick,HSE Mid West,100,281,381,328,33,140,0,7
2025-02-03,Bantry General Hospital,HSE South West,0,0,0,0,27,0,0,7
2025-02-03,Cork University Hospital,HSE South West,148,44,192,175,201,18,1,7
2025-02-03,Mallow General Hospital,HSE South West,0,0,0,0,17,0,0,7
2025-02-03,Mercy University Hospital,HSE South West,62,20,82,97,108,16,0,7
2025-02-03,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,24,0,0,7
2025-02-03,UH Kerry,HSE South West,68,22,90,92,138,17,0,7
2025-02-03,Galway University Hospital,HSE West and North West,170,122,292,221,274,108,17,7
2025-02-03,Letterkenny University Hospital,HSE West and North West,35,34,69,51,196,18,0,7
2025-02-03,Mayo University Hospital,HSE West and North West,67,97,164,130,108,88,4,7
2025-02-03,Portiuncula University Hospital,HSE West and North West,52,0,52,101,46,8,0,7
2025-02-03,Roscommon University Hospital,HSE West and North West,0,0,0,0,50,0,0,7
2025-02-03,Sligo University Hospital,HSE West and North West,83,81,164,109,201,56,10,7
2025-02-10,CHI at Crumlin,HSE Dublin and Midlands,7,0,7,0,28,0,0,7
2025-02-10,CHI at Tallaght,HSE Dublin and Midlands,1,0,1,0,7,0,0,7
2025-02-10,CHI at Temple Street,HSE Dublin and Midlands,30,0,30,4,9,3,0,7
2025-02-10,MRH Mullingar,HSE Dublin and Midlands,15,1,16,196,25,1,0,7
2025-02-10,MRH Portlaoise,HSE Dublin and Midlands,44,0,44,118,45,1,0,7
2025-02-10,MRH Tullamore,HSE Dublin and Midlands,0,0,0,242,49,0,0,7
2025-02-10,Naas General Hospital,HSE Dublin and Midlands,51,3,54,97,36,12,4,7
2025-02-10,St. James's Hospital,HSE Dublin and Midlands,134,0,134,115,153,8,0,7
2025-02-10,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-02-10,Tallaght University Hospital,HSE Dublin and Midlands,152,41,193,218,56,53,2,7
2025-02-10,Beaumont Hospital,HSE Dublin and North East,65,0,65,130,108,0,0,7
2025-02-10,Cavan General Hospital,HSE Dublin and North East,96,0,96,44,7,12,6,7
2025-02-10,Connolly Hospital,HSE Dublin and North East,0,0,0,0,33,0,0,7
2025-02-10,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-02-10,Mater Misericordiae University Hospital,HSE Dublin and North East,91,0,91,188,120,2,1,7
2025-02-10,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-02-10,Our Lady of Lourdes Hospital,HSE Dublin and North East,173,0,173,312,112,17,7,7
2025-02-10,Our Lady's Hospital Navan,HSE Dublin and North East,27,0,27,84,19,0,0,7
2025-02-10,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,58,0,0,7
2025-02-10,St Luke's General Hospital Kilkenny,HSE Dublin and South East,11,0,11,122,68,0,0,7
2025-02-10,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,31,0,0,7
2025-02-10,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,28,0,0,7
2025-02-10,St. Vincent's University Hospital,HSE Dublin and South East,144,25,169,282,111,25,8,7
2025-02-10,Tipperary University Hospital,HSE Dublin and South East,7,15,22,66,95,5,0,7
2025-02-10,UH Waterford,HSE Dublin and South East,0,0,0,74,171,0,0,7
2025-02-10,Wexford General Hospital,HSE Dublin and South East,28,14,42,162,51,7,1,7
2025-02-10,Ennis Hospital,HSE Mid West,0,0,0,0,34,0,0,7
2025-02-10,Nenagh Hospital,HSE Mid West,0,0,0,0,24,0,0,7
2025-02-10,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,42,0,0,7
2025-02-10,UH Limerick,HSE Mid West,106,243,349,280,35,91,0,7
2025-02-10,Bantry General Hospital,HSE South West,0,0,0,0,23,0,0,7
2025-02-10,Cork University Hospital,HSE South West,69,41,110,175,200,3,0,7
2025-02-10,Mallow General Hospital,HSE South West,0,0,0,0,20,0,0,7
2025-02-10,Mercy University Hospital,HSE South West,69,21,90,96,97,14,0,7
2025-02-10,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,21,0,0,7
2025-02-10,UH Kerry,HSE South West,99,13,112,84,156,14,1,7
2025-02-10,Galway University Hospital,HSE West and North West,113,75,188,215,319,52,7,7
2025-02-10,Letterkenny University Hospital,HSE West and North West,19,15,34,26,250,4,0,7
2025-02-10,Mayo University Hospital,HSE West and North West,61,95,156,63,84,83,0,7
2025-02-10,Portiuncula University Hospital,HSE West and North West,30,0,30,49,46,4,0,7
2025-02-10,Roscommon University Hospital,HSE West and North West,0,0,0,0,48,0,0,7
2025-02-10,Sligo University Hospital,HSE West and North West,67,73,140,109,198,44,6,7
2025-02-17,CHI at Crumlin,HSE Dublin and Midlands,31,0,31,0,28,0,0,7
2025-02-17,CHI at Tallaght,HSE Dublin and Midlands,12,0,12,2,1,0,0,7
2025-02-17,CHI at Temple Street,HSE Dublin and Midlands,13,5,18,2,14,1,0,7
2025-02-17,MRH Mullingar,HSE Dublin and Midlands,4,4,8,143,34,0,0,7
2025-02-17,MRH Portlaoise,HSE Dublin and Midlands,22,0,22,115,42,0,0,7
2025-02-17,MRH Tullamore,HSE Dublin and Midlands,0,0,0,239,50,0,0,7
2025-02-17,Naas General Hospital,HSE Dublin and Midlands,68,7,75,110,40,9,0,7
2025-02-17,St. James's Hospital,HSE Dublin and Midlands,152,0,152,108,182,11,1,7
2025-02-17,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-02-17,Tallaght University Hospital,HSE Dublin and Midlands,157,8,165,206,59,30,0,7
2025-02-17,Beaumont Hospital,HSE Dublin and North East,87,0,87,143,93,1,1,7
2025-02-17,Cavan General Hospital,HSE Dublin and North East,74,0,74,86,5,10,4,7
2025-02-17,Connolly Hospital,HSE Dublin and North East,0,0,0,0,35,0,0,7
2025-02-17,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-02-17,Mater Misericordiae University Hospital,HSE Dublin and North East,119,0,119,203,124,2,1,7
2025-02-17,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-02-17,Our Lady of Lourdes Hospital,HSE Dublin and North East,155,0,155,263,88,6,3,7
2025-02-17,Our Lady's Hospital Navan,HSE Dublin and North East,10,0,10,74,16,0,0,7
2025-02-17,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,40,0,0,7
2025-02-17,St Luke's General Hospital Kilkenny,HSE Dublin and South East,14,0,14,74,77,0,0,7
2025-02-17,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,19,0,0,7
2025-02-17,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,28,0,0,7
2025-02-17,St. Vincent's University Hospital,HSE Dublin and South East,178,74,252,280,115,22,2,7
2025-02-17,Tipperary University Hospital,HSE Dublin and South East,39,6,45,146,65,14,0,7
2025-02-17,UH Waterford,HSE Dublin and South East,0,0,0,34,171,0,0,7
2025-02-17,Wexford General Hospital,HSE Dublin and South East,18,13,31,132,44,2,0,7
2025-02-17,Ennis Hospital,HSE Mid West,0,0,0,0,45,0,0,7
2025-02-17,Nenagh Hospital,HSE Mid West,0,0,0,0,19,0,0,7
2025-02-17,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,42,0,0,7
2025-02-17,UH Limerick,HSE Mid West,122,307,429,299,39,129,0,7
2025-02-17,Bantry General Hospital,HSE South West,0,0,0,0,23,0,0,7
2025-02-17,Cork University Hospital,HSE South West,118,29,147,188,208,5,0,7
2025-02-17,Mallow General Hospital,HSE South West,0,0,0,0,10,0,0,7
2025-02-17,Mercy University Hospital,HSE South West,77,34,111,103,108,17,0,7
2025-02-17,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,17,0,0,7
2025-02-17,UH Kerry,HSE South West,60,16,76,84,172,9,1,7
2025-02-17,Galway University Hospital,HSE West and North West,103,64,167,154,307,32,3,7
2025-02-17,Letterkenny University Hospital,HSE West and North West,50,41,91,75,247,13,0,7
2025-02-17,Mayo University Hospital,HSE West and North West,74,104,178,92,74,77,0,7
2025-02-17,Portiuncula University Hospital,HSE West and North West,26,0,26,25,30,2,0,7
2025-02-17,Roscommon University Hospital,HSE West and North West,0,0,0,0,46,0,0,7
2025-02-17,Sligo University Hospital,HSE West and North West,51,53,104,111,186,22,0,7
2025-02-24,CHI at Crumlin,HSE Dublin and Midlands,31,0,31,9,24,0,0,7
2025-02-24,CHI at Tallaght,HSE Dublin and Midlands,2,0,2,0,0,0,0,7
2025-02-24,CHI at Temple Street,HSE Dublin and Midlands,21,0,21,0,14,0,0,7
2025-02-24,MRH Mullingar,HSE Dublin and Midlands,20,7,27,146,35,1,0,7
2025-02-24,MRH Portlaoise,HSE Dublin and Midlands,7,0,7,78,57,0,0,7
2025-02-24,MRH Tullamore,HSE Dublin and Midlands,0,0,0,192,53,0,0,7
