"week_start","region","region_population","ed_trolleys","ward_trolleys","total_trolleys","surge_capacity_in_use","delayed_transfers_of_care","total_waiting_gt_24hrs","age_75plus_waiting_gt_24hrs","days_in_week","trolleys_per_10k"
2025-02-03,HSE Dublin and South East,971093,279,133,412,871,551,91,12,7,4.2426
2025-02-03,HSE Mid West,413059,100,281,381,328,118,140,0,7,9.2239
2025-02-03,HSE South West,740614,278,86,364,364,515,51,1,7,4.9148
2025-02-03,HSE West and North West,759652,407,334,741,612,875,278,31,7,9.7545
2025-02-10,HSE Dublin and Midlands,1077639,434,45,479,990,408,78,6,7,4.4449
2025-02-10,HSE Dublin and North East,1187082,452,0,452,758,399,31,14,7,3.8077
2025-02-10,HSE Dublin and South East,971093,190,54,244,706,613,37,9,7,2.5126
2025-02-10,HSE Mid West,413059,106,243,349,280,135,91,0,7,8.4492
2025-02-10,HSE South West,740614,237,75,312,355,517,31,1,7,4.2127
2025-02-10,HSE West and North West,759652,290,258,548,462,945,187,13,7,7.2138
2025-02-17,HSE Dublin and Midlands,1077639,459,24,483,925,450,51,1,7,4.4820
2025-02-17,HSE Dublin and North East,1187082,445,0,445,769,361,19,9,7,3.7487
2025-02-17,HSE Dublin and South East,971093,249,93,342,666,559,38,2,7,3.5218
2025-02-17,HSE Mid West,413059,122,307,429,299,145,129,0,7,10.3859
2025-02-17,HSE South West,740614,255,79,334,375,538,31,1,7,4.5098
2025-02-17,HSE West and North West,759652,304,262,566,457,890,146,3,7,7.4508
2025-02-24,HSE Dublin and Midlands,1077639,413,72,485,868,469,86,6,7,4.5006
2025-02-24,HSE Dublin and North East,1187082,306,0,306,788,356,19,7,7,2.5777
2025-02-24,HSE Dublin and South East,971093,182,73,255,794,559,35,6,7,2.6259
2025-02-24,HSE Mid West,413059,107,305,412,340,153,122,0,7,9.9744
2025-02-24,HSE South West,740614,274,76,350,310,612,34,0,7,4.7258
2025-02-24,HSE West and North West,759652,360,284,644,497,904,197,5,7,8.4776
2025-03-03,HSE Dublin and Midlands,1077639,341,47,388,783,451,68,2,7,3.6005
2025-03-03,HSE Dublin and North East,1187082,212,0,212,704,397,0,0,7,1.7859
2025-03-03,HSE Dublin and South East,971093,219,75,294,611,592,42,14,7,3.0275
2025-03-03,HSE Mid West,413059,102,265,367,297,187,116,0,7,8.8849
2025-03-03,HSE South West,740614,212,47,259,297,599,15,0,7,3.4971
2025-03-03,HSE West and North West,759652,283,219,502,431,869,137,7,7,6.6083
2025-03-10,HSE Dublin and Midlands,1077639,294,42,336,678,440,70,1,7,3.1179
2025-03-10,HSE Dublin and North East,1187082,227,0,227,535,353,1,0,7,1.9123
2025-03-10,HSE Dublin and South East,971093,182,42,224,565,600,29,8,7,2.3067
2025-03-10,HSE Mid West,413059,70,256,326,182,168,94,0,7,7.8923
2025-03-10,HSE South West,740614,114,41,155,249,511,13,3,7,2.0929
2025-03-10,HSE West and North West,759652,263,209,472,389,892,116,4,7,6.2134
2025-03-17,HSE Dublin and Midlands,1077639,280,4,284,485,447,22,1,7,2.6354
2025-03-17,HSE Dublin and North East,1187082,127,0,127,445,316,0,0,7,1.0699
2025-03-17,HSE Dublin and South East,971093,161,28,189,509,619,18,1,7,1.9463
2025-03-17,HSE Mid West,413059,32,227,259,233,144,83,0,7,6.2703
2025-03-17,HSE South West,740614,226,58,284,287,417,17,2,7,3.8347
2025-03-17,HSE West and North West,759652,159,148,307,341,884,65,0,7,4.0413
2025-03-24,HSE Dublin and Midlands,1077639,325,38,363,546,431,45,1,7,3.3685
2025-03-24,HSE Dublin and North East,1187082,307,2,309,510,297,2,2,7,2.6030
2025-03-24,HSE Dublin and South East,971093,111,20,131,496,620,12,1,7,1.3490
2025-03-24,HSE Mid West,413059,102,283,385,264,151,111,1,7,9.3207
2025-03-24,HSE South West,740614,285,66,351,280,492,52,0,7,4.7393
2025-03-24,HSE West and North West,759652,242,202,444,351,908,98,4,7,5.8448
2025-03-31,HSE Dublin and Midlands,1077639,253,10,263,436,398,15,0,7,2.4405
2025-03-31,HSE Dublin and North East,1187082,364,0,364,530,334,23,3,7,3.0663
2025-03-31,HSE Dublin and South East,971093,129,27,156,503,601,12,0,7,1.6064
2025-03-31,HSE Mid West,413059,73,246,319,187,163,96,0,7,7.7229
2025-03-31,HSE South West,740614,237,67,304,262,546,33,0,7,4.1047
2025-03-31,HSE West and North West,759652,193,182,375,347,905,123,1,7,4.9365
2025-04-07,HSE Dublin and Midlands,1077639,337,23,360,400,411,63,2,7,3.3406
2025-04-07,HSE Dublin and North East,1187082,176,0,176,424,285,2,1,7,1.4826
2025-04-07,HSE Dublin and South East,971093,146,15,161,418,533,17,0,7,1.6579
2025-04-07,HSE Mid West,413059,89,225,314,172,170,70,0,7,7.6018
2025-04-07,HSE South West,740614,133,38,171,252,463,13,0,7,2.3089
2025-04-07,HSE West and North West,759652,152,185,337,373,836,111,2,7,4.4362
2025-04-14,HSE Dublin and Midlands,1077639,392,35,427,423,405,73,2,7,3.9624
2025-04-14,HSE Dublin and North East,1187082,281,0,281,457,274,13,1,7,2.3671
2025-04-14,HSE Dublin and South East,971093,132,30,162,444,548,17,4,7,1.6682
2025-04-14,HSE Mid West,413059,96,265,361,217,162,88,0,7,8.7397
2025-04-14,HSE South West,740614,127,42,169,234,455,6,2,7,2.2819
2025-04-14,HSE West and North West,759652,200,163,363,301,866,95,0,7,4.7785
2025-04-21,HSE Dublin and Midlands,1077639,363,53,416,616,385,81,3,7,3.8603
2025-04-21,HSE Dublin and North East,1187082,151,0,151,471,247,2,0,7,1.2720
2025-04-21,HSE Dublin and South East,971093,152,36,188,513,599,11,1,7,1.9360
2025-04-21,HSE Mid West,413059,103,294,397,177,142,96,0,7,9.6112
2025-04-21,HSE South West,740614,155,41,196,239,477,21,5,7,2.6465
2025-04-21,HSE West and North West,759652,232,187,419,459,881,114,2,7,5.5157
2025-04-28,HSE Dublin and Midlands,1077639,256,5,261,490,426,26,0,7,2.4220
2025-04-28,HSE Dublin and North East,1187082,159,0,159,362,277,0,0,7,1.3394
2025-04-28,HSE Dublin and South East,971093,153,20,173,453,574,14,0,7,1.7815
2025-04-28,HSE Mid West,413059,78,269,347,216,140,102,0,7,8.4007
2025-04-28,HSE South West,740614,120,36,156,234,465,10,0,7,2.1064
2025-04-28,HSE West and North West,759652,205,144,349,402,916,95,3,7,4.5942
2025-05-05,HSE Dublin and Midlands,1077639,236,22,258,372,437,55,1,7,2.3941
2025-05-05,HSE Dublin and North East,1187082,142,0,142,399,320,0,0,7,1.1962
2025-05-05,HSE Dublin and South East,971093,165,30,195,526,539,27,1,7,2.0080
2025-05-05,HSE Mid West,413059,96,255,351,255,120,113,0,7,8.4976
2025-05-05,HSE South West,740614,150,48,198,258,471,13,2,7,2.6735
2025-05-05,HSE West and North West,759652,187,225,412,353,957,89,2,7,5.4235
2025-05-12,HSE Dublin and Midlands,1077639,281,9,290,355,442,42,0,7,2.6911
2025-05-12,HSE Dublin and North East,1187082,120,0,120,303,335,0,0,7,1.0109
2025-05-12,HSE Dublin and South East,971093,150,28,178,505,533,14,0,7,1.8330
2025-05-12,HSE Mid West,413059,99,283,382,226,132,115,0,7,9.2481
2025-05-12,HSE South West,740614,134,41,175,283,486,6,0,7,2.3629
2025-05-12,HSE West and North West,759652,261,215,476,392,930,126,1,7,6.2660
2025-05-19,HSE Dublin and Midlands,1077639,303,28,331,361,439,46,0,7,3.0715
2025-05-19,HSE Dublin and North East,1187082,180,0,180,338,359,0,0,7,1.5163
2025-05-19,HSE Dublin and South East,971093,187,46,233,524,539,20,0,7,2.3994
2025-05-19,HSE Mid West,413059,87,265,352,292,132,88,0,7,8.5218
2025-05-19,HSE South West,740614,123,40,163,231,495,4,0,7,2.2009
2025-05-19,HSE West and North West,759652,198,156,354,321,888,115,2,7,4.6600
2025-05-26,HSE Dublin and Midlands,1077639,295,5,300,432,423,16,0,7,2.7839
2025-05-26,HSE Dublin and North East,1187082,217,0,217,342,335,5,0,7,1.8280
2025-05-26,HSE Dublin and South East,971093,163,43,206,479,537,15,2,7,2.1213
2025-05-26,HSE Mid West,413059,86,264,350,190,155,106,0,7,8.4734
2025-05-26,HSE South West,740614,98,19,117,213,486,0,0,7,1.5798
2025-05-26,HSE West and North West,759652,225,215,440,344,861,139,3,7,5.7921
2025-06-02,HSE Dublin and Midlands,1077639,178,3,181,340,412,20,0,7,1.6796
2025-06-02,HSE Dublin and North East,1187082,231,0,231,510,307,3,0,7,1.9459
2025-06-02,HSE Dublin and South East,971093,171,50,221,500,557,30,3,7,2.2758
2025-06-02,HSE Mid West,413059,90,246,336,81,179,88,0,7,8.1344
2025-06-02,HSE South West,740614,133,23,156,213,429,12,0,7,2.1064
2025-06-02,HSE West and North West,759652,247,218,465,328,824,136,6,7,6.1212
2025-06-09,HSE Dublin and Midlands,1077639,246,3,249,326,425,11,0,7,2.3106
2025-06-09,HSE Dublin and North East,1187082,209,0,209,509,307,1,0,7,1.7606
2025-06-09,HSE Dublin and South East,971093,129,25,154,416,535,15,0,7,1.5858
2025-06-09,HSE Mid West,413059,91,267,358,7,157,100,0,7,8.6670
2025-06-09,HSE South West,740614,103,27,130,230,474,9,0,7,1.7553
2025-06-09,HSE West and North West,759652,264,224,488,414,806,141,13,7,6.4240
2025-06-16,HSE Dublin and Midlands,1077639,338,59,397,389,422,55,1,7,3.6840
2025-06-16,HSE Dublin and North East,1187082,186,0,186,411,287,1,1,7,1.5669
2025-06-16,HSE Dublin and South East,971093,127,48,175,367,506,8,0,7,1.8021
2025-06-16,HSE Mid West,413059,58,214,272,17,132,62,0,7,6.5850
2025-06-16,HSE South West,740614,151,32,183,225,460,11,0,7,2.4709
2025-06-16,HSE West and North West,759652,254,195,449,340,864,89,5,7,5.9106
2025-06-23,HSE Dublin and Midlands,1077639,263,31,294,388,435,37,0,7,2.7282
2025-06-23,HSE Dublin and North East,1187082,150,0,150,374,313,0,0,7,1.2636
2025-06-23,HSE Dublin and South East,971093,134,46,180,379,497,22,3,7,1.8536
2025-06-23,HSE Mid West,413059,91,308,399,22,96,121,0,7,9.6596
2025-06-23,HSE South West,740614,193,61,254,264,494,20,3,7,3.4296
2025-06-23,HSE West and North West,759652,290,197,487,384,893,105,7,7,6.4108
2025-06-30,HSE Dublin and Midlands,1077639,223,61,284,353,455,48,1,7,2.6354
2025-06-30,HSE Dublin and North East,1187082,189,0,189,402,315,3,1,7,1.5921
2025-06-30,HSE Dublin and South East,971093,133,36,169,333,580,12,1,7,1.7403
2025-06-30,HSE Mid West,413059,88,281,369,24,94,117,0,7,8.9333
2025-06-30,HSE South West,740614,149,71,220,295,453,17,4,7,2.9705
2025-06-30,HSE West and North West,759652,221,205,426,402,944,124,11,7,5.6078
2025-07-07,HSE Dublin and Midlands,1077639,171,17,188,318,537,9,0,7,1.7446
2025-07-07,HSE Dublin and North East,1187082,178,0,178,269,282,3,1,7,1.4995
2025-07-07,HSE Dublin and South East,971093,154,47,201,537,617,20,1,7,2.0698
2025-07-07,HSE Mid West,413059,70,205,275,15,104,71,0,7,6.6576
2025-07-07,HSE South West,740614,186,61,247,324,421,12,1,7,3.3351
2025-07-07,HSE West and North West,759652,185,164,349,355,944,69,1,7,4.5942
2025-07-14,HSE Dublin and Midlands,1077639,175,39,214,325,513,2,0,7,1.9858
2025-07-14,HSE Dublin and North East,1187082,181,0,181,327,302,0,0,7,1.5247
2025-07-14,HSE Dublin and South East,971093,192,48,240,659,543,33,0,7,2.4714
2025-07-14,HSE Mid West,413059,81,241,322,18,113,81,0,7,7.7955
2025-07-14,HSE South West,740614,144,39,183,301,471,11,1,7,2.4709
2025-07-14,HSE West and North West,759652,282,255,537,409,908,131,6,7,7.0690
2025-07-21,HSE Dublin and Midlands,1077639,162,34,196,203,463,8,0,7,1.8188
2025-07-21,HSE Dublin and North East,1187082,201,0,201,402,294,3,0,7,1.6932
2025-07-21,HSE Dublin and South East,971093,157,53,210,529,557,24,1,7,2.1625
2025-07-21,HSE Mid West,413059,79,276,355,28,135,109,0,7,8.5944
2025-07-21,HSE South West,740614,188,53,241,293,490,8,0,7,3.2541
2025-07-21,HSE West and North West,759652,277,265,542,389,861,184,6,7,7.1348
2025-07-28,HSE Dublin and Midlands,1077639,195,23,218,301,431,5,0,7,2.0229
2025-07-28,HSE Dublin and North East,1187082,113,0,113,302,303,2,0,7,0.9519
2025-07-28,HSE Dublin and South East,971093,154,31,185,438,605,15,0,7,1.9051
2025-07-28,HSE Mid West,413059,93,297,390,15,130,124,0,7,9.4418
2025-07-28,HSE South West,740614,193,41,234,234,504,16,1,7,3.1595
2025-07-28,HSE West and North West,759652,287,240,527,367,845,135,10,7,6.9374
2025-08-04,HSE Dublin and Midlands,1077639,175,26,201,182,393,1,0,7,1.8652
2025-08-04,HSE Dublin and North East,1187082,158,0,158,456,356,0,0,7,1.3310
2025-08-04,HSE Dublin and South East,971093,178,16,194,534,619,13,0,7,1.9977
2025-08-04,HSE Mid West,413059,66,214,280,3,123,83,0,7,6.7787
2025-08-04,HSE South West,740614,136,35,171,242,470,7,0,7,2.3089
2025-08-04,HSE West and North West,759652,282,181,463,437,807,133,8,7,6.0949
2025-08-11,HSE Dublin and Midlands,1077639,233,39,272,223,434,17,0,7,2.5240
2025-08-11,HSE Dublin and North East,1187082,220,0,220,520,320,1,0,7,1.8533
2025-08-11,HSE Dublin and South East,971093,201,26,227,547,607,36,3,7,2.3376
2025-08-11,HSE Mid West,413059,57,173,230,5,124,54,0,7,5.5682
2025-08-11,HSE South West,740614,173,45,218,254,504,7,0,7,2.9435
2025-08-11,HSE West and North West,759652,334,254,588,423,834,139,4,7,7.7404
2025-08-18,HSE Dublin and Midlands,1077639,152,2,154,166,486,10,2,7,1.4290
2025-08-18,HSE Dublin and North East,1187082,221,0,221,464,299,1,0,7,1.8617
2025-08-18,HSE Dublin and South East,971093,225,51,276,565,604,31,5,7,2.8422
2025-08-18,HSE Mid West,413059,107,280,387,19,136,131,0,7,9.3691
2025-08-18,HSE South West,740614,137,63,200,222,458,19,2,7,2.7005
2025-08-18,HSE West and North West,759652,357,269,626,425,875,194,6,7,8.2406
2025-08-25,HSE Dublin and Midlands,1077639,268,9,277,215,498,14,0,7,2.5704
2025-08-25,HSE Dublin and North East,1187082,193,0,193,468,308,0,0,7,1.6258
2025-08-25,HSE Dublin and South East,971093,188,61,249,549,577,20,4,7,2.5641
2025-08-25,HSE Mid West,413059,96,284,380,21,121,123,0,7,9.1997
2025-08-25,HSE South West,740614,215,51,266,281,491,14,0,7,3.5916
2025-08-25,HSE West and North West,759652,346,258,604,496,909,178,13,7,7.9510
2025-09-01,HSE Dublin and Midlands,1077639,262,11,273,274,525,23,1,7,2.5333
2025-09-01,HSE Dublin and North East,1187082,182,0,182,327,326,3,1,7,1.5332
2025-09-01,HSE Dublin and South East,971093,170,60,230,537,592,26,4,7,2.3685
2025-09-01,HSE Mid West,413059,95,288,383,29,131,111,0,7,9.2723
2025-09-01,HSE South West,740614,271,73,344,322,487,41,4,7,4.6448
2025-09-01,HSE West and North West,759652,323,219,542,466,963,143,3,7,7.1348
2025-09-08,HSE Dublin and Midlands,1077639,189,5,194,242,499,17,1,7,1.8002
2025-09-08,HSE Dublin and North East,1187082,207,0,207,402,324,2,0,7,1.7438
2025-09-08,HSE Dublin and South East,971093,225,90,315,637,591,38,6,7,3.2438
2025-09-08,HSE Mid West,413059,78,251,329,12,159,99,0,7,7.9650
2025-09-08,HSE South West,740614,160,72,232,260,512,31,2,7,3.1325
2025-09-08,HSE West and North West,759652,365,287,652,545,888,167,6,7,8.5829
2025-09-15,HSE Dublin and Midlands,1077639,203,9,212,339,464,13,1,7,1.9673
2025-09-15,HSE Dublin and North East,1187082,210,0,210,402,292,6,1,7,1.7690
2025-09-15,HSE Dublin and South East,971093,235,112,347,629,576,38,2,7,3.5733
2025-09-15,HSE Mid West,413059,82,285,367,18,128,110,0,7,8.8849
2025-09-15,HSE South West,740614,195,38,233,312,552,18,3,7,3.1460
2025-09-15,HSE West and North West,759652,313,238,551,534,901,176,11,7,7.2533
2025-09-22,HSE Dublin and Midlands,1077639,180,4,184,346,461,14,0,7,1.7074
2025-09-22,HSE Dublin and North East,1187082,224,0,224,464,278,1,0,7,1.8870
2025-09-22,HSE Dublin and South East,971093,181,54,235,527,586,29,4,7,2.4200
2025-09-22,HSE Mid West,413059,93,292,385,25,111,121,1,7,9.3207
2025-09-22,HSE South West,740614,238,77,315,307,566,39,4,7,4.2532
2025-09-22,HSE West and North West,759652,158,152,310,467,933,58,0,7,4.0808
2025-09-29,HSE Dublin and Midlands,1077639,242,19,261,483,483,20,1,7,2.4220
2025-09-29,HSE Dublin and North East,1187082,273,9,282,599,291,0,0,7,2.3756
2025-09-29,HSE Dublin and South East,971093,170,37,207,574,666,15,1,7,2.1316
2025-09-29,HSE Mid West,413059,134,308,442,45,109,152,1,7,10.7007
2025-09-29,HSE South West,740614,251,85,336,356,533,33,2,7,4.5368
2025-09-29,HSE West and North West,759652,197,205,402,461,927,104,2,7,5.2919
2025-10-06,HSE Dublin and Midlands,1077639,215,51,266,460,494,20,4,7,2.4684
2025-10-06,HSE Dublin and North East,1187082,195,0,195,514,272,3,1,7,1.6427
2025-10-06,HSE Dublin and South East,971093,210,59,269,684,715,25,2,7,2.7701
2025-10-06,HSE Mid West,413059,82,206,288,34,113,92,0,7,6.9724
2025-10-06,HSE South West,740614,294,92,386,447,544,44,6,7,5.2119
2025-10-06,HSE West and North West,759652,286,237,523,551,879,123,10,7,6.8847
2025-10-13,HSE Dublin and Midlands,1077639,136,51,187,353,465,16,1,7,1.7353
2025-10-13,HSE Dublin and North East,1187082,148,0,148,404,283,1,0,7,1.2468
2025-10-13,HSE Dublin and South East,971093,185,102,287,629,692,21,2,7,2.9554
2025-10-13,HSE Mid West,413059,54,132,186,22,123,63,0,7,4.5030
2025-10-13,HSE South West,740614,342,78,420,392,521,43,5,7,5.6710
2025-10-13,HSE West and North West,759652,189,174,363,502,894,107,0,7,4.7785
2025-10-20,HSE Dublin and Midlands,1077639,164,21,185,350,513,9,0,7,1.7167
2025-10-20,HSE Dublin and North East,1187082,152,0,152,442,274,0,0,7,1.2805
2025-10-20,HSE Dublin and South East,971093,189,89,278,676,651,29,0,7,2.8628
2025-10-20,HSE Mid West,413059,49,105,154,19,98,30,0,7,3.7283
2025-10-20,HSE South West,740614,262,58,320,343,532,37,5,7,4.3207
2025-10-20,HSE West and North West,759652,258,165,423,498,977,61,5,7,5.5683
2025-10-27,HSE Dublin and Midlands,1077639,222,23,245,463,491,9,0,7,2.2735
2025-10-27,HSE Dublin and North East,1187082,173,0,173,502,234,0,0,7,1.4574
2025-10-27,HSE Dublin and South East,971093,216,49,265,771,579,23,2,7,2.7289
2025-10-27,HSE Mid West,413059,58,118,176,13,94,45,0,7,4.2609
2025-10-27,HSE South West,740614,317,59,376,352,510,42,3,7,5.0769
2025-10-27,HSE West and North West,759652,207,158,365,496,939,101,0,7,4.8048
2025-11-03,HSE Dublin and Midlands,1077639,277,19,296,541,449,29,6,7,2.7467
2025-11-03,HSE Dublin and North East,1187082,245,0,245,554,220,1,0,7,2.0639
2025-11-03,HSE Dublin and South East,971093,289,144,433,911,519,71,6,7,4.4589
2025-11-03,HSE Mid West,413059,63,112,175,25,92,29,0,7,4.2367
2025-11-03,HSE South West,740614,326,133,459,385,497,84,16,7,6.1976
2025-11-03,HSE West and North West,759652,276,216,492,614,784,81,1,7,6.4766
2025-11-10,HSE Dublin and Midlands,1077639,285,44,329,597,539,21,1,7,3.0530
2025-11-10,HSE Dublin and North East,1187082,250,1,251,580,273,2,1,7,2.1144
2025-11-10,HSE Dublin and South East,971093,268,107,375,891,565,57,7,7,3.8616
2025-11-10,HSE Mid West,413059,51,132,183,21,105,53,0,7,4.4304
2025-11-10,HSE South West,740614,163,63,226,329,709,39,2,7,3.0515
2025-11-10,HSE West and North West,759652,237,228,465,564,861,116,2,7,6.1212
2025-11-17,HSE Dublin and Midlands,1077639,265,29,294,484,506,19,9,7,2.7282
2025-11-17,HSE Dublin and North East,1187082,224,0,224,533,274,1,1,7,1.8870
2025-11-17,HSE Dublin and South East,971093,109,39,148,670,587,15,1,7,1.5241
2025-11-17,HSE Mid West,413059,19,62,81,17,167,12,0,7,1.9610
2025-11-17,HSE South West,740614,212,94,306,332,670,40,0,7,4.1317
2025-11-17,HSE West and North West,759652,218,199,417,581,857,87,1,7,5.4894
2025-11-24,HSE Dublin and Midlands,1077639,346,43,389,658,455,31,0,7,3.6097
2025-11-24,HSE Dublin and North East,1187082,249,0,249,587,242,1,0,7,2.0976
2025-11-24,HSE Dublin and South East,971093,265,61,326,761,618,43,3,7,3.3570
2025-11-24,HSE Mid West,413059,51,144,195,16,187,43,0,7,4.7209
2025-11-24,HSE South West,740614,260,78,338,358,608,64,10,7,4.5638
2025-11-24,HSE West and North West,759652,276,204,480,571,868,87,2,7,6.3187
2025-12-01,HSE Dublin and Midlands,1077639,349,36,385,683,468,46,7,7,3.5726
2025-12-01,HSE Dublin and North East,1187082,334,0,334,700,257,8,0,7,2.8136
2025-12-01,HSE Dublin and South East,971093,252,38,290,793,632,40,5,7,2.9863
2025-12-01,HSE Mid West,413059,86,189,275,83,207,68,0,7,6.6576
2025-12-01,HSE South West,740614,335,63,398,372,635,65,6,7,5.3739
2025-12-01,HSE West and North West,759652,241,171,412,600,895,92,5,7,5.4235
2025-12-08,HSE Dublin and Midlands,1077639,379,55,434,641,487,41,2,7,4.0273
2025-12-08,HSE Dublin and North East,1187082,327,0,327,734,226,3,1,7,2.7547
2025-12-08,HSE Dublin and South East,971093,226,54,280,727,651,29,2,7,2.8833
2025-12-08,HSE Mid West,413059,58,146,204,85,201,45,1,7,4.9388
2025-12-08,HSE South West,740614,288,105,393,394,629,52,6,7,5.3064
2025-12-08,HSE West and North West,759652,350,219,569,684,883,118,3,7,7.4903
2025-12-15,HSE Dublin and Midlands,1077639,230,34,264,543,490,28,1,7,2.4498
2025-12-15,HSE Dublin and North East,1187082,187,0,187,546,209,0,0,7,1.5753
2025-12-15,HSE Dublin and South East,971093,153,10,163,668,615,28,1,7,1.6785
2025-12-15,HSE Mid West,413059,37,92,129,82,175,26,0,7,3.1230
2025-12-15,HSE South West,740614,192,42,234,307,562,36,3,7,3.1595
2025-12-15,HSE West and North West,759652,241,166,407,558,795,99,5,7,5.3577
2025-12-22,HSE Dublin and Midlands,1077639,33,0,33,98,518,0,0,7,0.3062
2025-12-22,HSE Dublin and North East,1187082,21,0,21,120,207,0,0,7,0.1769
2025-12-22,HSE Dublin and South East,971093,90,10,100,338,520,5,0,7,1.0298
2025-12-22,HSE Mid West,413059,14,29,43,31,150,13,0,7,1.0410
2025-12-22,HSE South West,740614,103,3,106,74,453,13,1,7,1.4312
2025-12-22,HSE West and North West,759652,71,40,111,211,729,24,0,7,1.4612
2025-12-29,HSE Dublin and Midlands,1077639,99,0,99,372,523,0,0,7,0.9187
2025-12-29,HSE Dublin and North East,1187082,56,0,56,230,186,0,0,7,0.4717
2025-12-29,HSE Dublin and South East,971093,131,10,141,565,471,23,0,7,1.4520
2025-12-29,HSE Mid West,413059,12,15,27,50,139,3,0,7,0.6537
2025-12-29,HSE South West,740614,240,52,292,371,487,33,12,7,3.9427
2025-12-29,HSE West and North West,759652,173,85,258,476,785,24,0,7,3.3963
2026-01-05,HSE Dublin and Midlands,1077639,254,28,282,867,533,12,0,7,2.6168
2026-01-05,HSE Dublin and North East,1187082,325,0,325,951,212,2,0,7,2.7378
2026-01-05,HSE Dublin and South East,971093,245,71,316,1000,534,56,1,7,3.2541
2026-01-05,HSE Mid West,413059,75,237,312,177,136,84,1,7,7.5534
2026-01-05,HSE South West,740614,476,207,683,569,592,146,35,7,9.2221
2026-01-05,HSE West and North West,759652,462,304,766,921,875,190,6,7,10.0836
2026-01-12,HSE Dublin and Midlands,1077639,453,52,505,1069,596,64,15,7,4.6862
2026-01-12,HSE Dublin and North East,1187082,311,0,311,1049,283,2,0,7,2.6199
2026-01-12,HSE Dublin and South East,971093,297,123,420,1162,618,73,10,7,4.3250
2026-01-12,HSE Mid West,413059,100,308,408,273,155,143,7,7,9.8775
2026-01-12,HSE South West,740614,423,204,627,593,576,179,45,7,8.4659
2026-01-12,HSE West and North West,759652,341,263,604,874,881,162,1,7,7.9510
2026-01-19,HSE Dublin and Midlands,1077639,393,70,463,1146,547,73,3,7,4.2964
2026-01-19,HSE Dublin and North East,1187082,280,0,280,1004,301,2,0,7,2.3587
2026-01-19,HSE Dublin and South East,971093,281,83,364,1055,657,55,4,7,3.7484
2026-01-19,HSE Mid West,413059,92,345,437,250,155,168,1,7,10.5796
2026-01-19,HSE South West,740614,268,84,352,562,568,42,4,7,4.7528
2026-01-19,HSE West and North West,759652,447,318,765,883,860,204,3,7,10.0704
2026-01-26,HSE Dublin and Midlands,1077639,323,40,363,959,577,40,5,7,3.3685
2026-01-26,HSE Dublin and North East,1187082,259,0,259,1044,292,3,0,7,2.1818
2026-01-26,HSE Dublin and South East,971093,270,105,375,947,761,61,11,7,3.8616
2026-01-26,HSE Mid West,413059,91,292,383,181,225,112,0,7,9.2723
2026-01-26,HSE South West,740614,281,97,378,536,579,39,4,7,5.1039
2026-01-26,HSE West and North West,759652,353,283,636,807,897,204,9,7,8.3723
2026-02-02,HSE Dublin and Midlands,1077639,364,79,443,971,580,31,1,7,4.1108
2026-02-02,HSE Dublin and North East,1187082,261,0,261,993,315,9,4,7,2.1987
2026-02-02,HSE Dublin and South East,971093,331,131,462,1129,750,93,12,7,4.7575
2026-02-02,HSE Mid West,413059,103,303,406,251,241,127,1,7,9.8291
2026-02-02,HSE South West,740614,362,167,529,590,568,102,20,7,7.1427
2026-02-02,HSE West and North West,759652,383,325,708,742,883,188,6,7,9.3201
2026-02-09,HSE Dublin and Midlands,1077639,322,59,381,790,647,33,0,7,3.5355
2026-02-09,HSE Dublin and North East,1187082,322,0,322,981,334,6,1,7,2.7125
2026-02-09,HSE Dublin and South East,971093,326,139,465,1130,633,80,10,7,4.7884
2026-02-09,HSE Mid West,413059,117,248,365,184,216,107,0,7,8.8365
2026-02-09,HSE South West,740614,366,191,557,596,591,77,19,7,7.5208
2026-02-09,HSE West and North West,759652,370,309,679,697,954,198,7,7,8.9383
2026-02-16,HSE Dublin and Midlands,1077639,257,45,302,700,650,47,2,7,2.8024
2026-02-16,HSE Dublin and North East,1187082,218,0,218,738,317,1,0,7,1.8364
2026-02-16,HSE Dublin and South East,971093,265,90,355,967,724,85,13,7,3.6557
2026-02-16,HSE Mid West,413059,81,252,333,212,214,76,0,7,8.0618
2026-02-16,HSE South West,740614,289,110,399,585,574,55,8,7,5.3874
2026-02-16,HSE West and North West,759652,326,283,609,666,941,173,2,7,8.0168
2026-02-23,HSE Dublin and Midlands,1077639,292,47,339,680,625,42,0,7,3.1458
2026-02-23,HSE Dublin and North East,1187082,228,0,228,732,310,1,1,7,1.9207
2026-02-23,HSE Dublin and South East,971093,349,100,449,945,805,90,11,7,4.6237
2026-02-23,HSE Mid West,413059,67,244,311,189,207,76,0,7,7.5292
2026-02-23,HSE South West,740614,326,126,452,612,520,41,5,7,6.1030
2026-02-23,HSE West and North West,759652,348,306,654,663,929,186,3,7,8.6092
2026-03-02,HSE Dublin and Midlands,1077639,354,39,393,790,599,32,1,7,3.6469
2026-03-02,HSE Dublin and North East,1187082,216,0,216,670,308,0,0,7,1.8196
2026-03-02,HSE Dublin and South East,971093,233,56,289,949,883,53,7,7,2.9760
2026-03-02,HSE Mid West,413059,60,204,264,167,208,74,0,7,6.3913
2026-03-02,HSE South West,740614,400,139,539,602,565,88,15,7,7.2777
2026-03-02,HSE West and North West,759652,297,256,553,679,877,143,4,7,7.2796
