week_start,hospital,ed_trolleys,ward_trolleys,total_trolleys,days_in_week
2025-06-16,Nenagh Hospital,0,0,0,7
2025-06-16,Our Lady of Lourdes Hospital,71,0,71,7
2025-06-16,Our Lady's Hospital Navan,0,0,0,7
2025-06-16,Portiuncula University Hospital,0,0,0,7
2025-06-16,Roscommon University Hospital,0,0,0,7
2025-06-16,Sligo University Hospital,50,43,93,7
2025-06-16,South Infirmary Victoria University Hospital,0,0,0,7
2025-06-16,St Luke's General Hospital Kilkenny,24,17,41,7
2025-06-16,St. Columcille's Hospital,0,0,0,7
2025-06-16,St. James's Hospital,83,0,83,7
2025-06-16,St. John's Hospital Limerick,0,0,0,7
2025-06-16,St. Luke's Radiation Oncology Network,0,0,0,7
2025-06-16,St. Michael's Hospital,0,0,0,7
2025-06-16,St. Vincent's University Hospital,79,0,79,7
2025-06-16,Tallaght University Hospital,124,36,160,7
2025-06-16,Tipperary University Hospital,11,0,11,7
2025-06-16,UH Kerry,58,11,69,7
2025-06-16,UH Limerick,58,214,272,7
2025-06-16,UH Waterford,0,0,0,7
2025-06-16,Wexford General Hospital,13,31,44,7
2025-06-23,Bantry General Hospital,0,0,0,7
2025-06-23,Beaumont Hospital,28,0,28,7
2025-06-23,CHI at Crumlin,8,0,8,7
2025-06-23,CHI at Tallaght,4,0,4,7
2025-06-23,CHI at Temple Street,10,0,10,7
2025-06-23,Cavan General Hospital,6,0,6,7
2025-06-23,Connolly Hospital,3,0,3,7
2025-06-23,Cork University Hospital,52,8,60,7
2025-06-23,Ennis Hospital,0,0,0,7
2025-06-23,Galway University Hospital,147,60,207,7
2025-06-23,Letterkenny University Hospital,57,33,90,7
2025-06-23,Louth County Hospital,0,0,0,7
2025-06-23,MRH Mullingar,24,1,25,7
2025-06-23,MRH Portlaoise,19,0,19,7
2025-06-23,MRH Tullamore,0,0,0,7
2025-06-23,Mallow General Hospital,0,0,0,7
2025-06-23,Mater Misericordiae University Hospital,14,0,14,7
2025-06-23,Mayo University Hospital,44,82,126,7
2025-06-23,Mercy University Hospital,63,21,84,7
2025-06-23,Naas General Hospital,35,14,49,7
2025-06-23,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-06-23,National Rehabilitation Hospital,0,0,0,7
2025-06-23,Nenagh Hospital,0,0,0,7
2025-06-23,Our Lady of Lourdes Hospital,86,0,86,7
2025-06-23,Our Lady's Hospital Navan,13,0,13,7
2025-06-23,Portiuncula University Hospital,10,0,10,7
2025-06-23,Roscommon University Hospital,0,0,0,7
2025-06-23,Sligo University Hospital,32,22,54,7
2025-06-23,South Infirmary Victoria University Hospital,0,0,0,7
2025-06-23,St Luke's General Hospital Kilkenny,11,16,27,7
2025-06-23,St. Columcille's Hospital,0,0,0,7
2025-06-23,St. James's Hospital,49,0,49,7
2025-06-23,St. John's Hospital Limerick,0,0,0,7
2025-06-23,St. Luke's Radiation Oncology Network,0,0,0,7
2025-06-23,St. Michael's Hospital,0,0,0,7
2025-06-23,St. Vincent's University Hospital,76,0,76,7
2025-06-23,Tallaght University Hospital,114,16,130,7
2025-06-23,Tipperary University Hospital,21,0,21,7
2025-06-23,UH Kerry,78,32,110,7
2025-06-23,UH Limerick,91,308,399,7
2025-06-23,UH Waterford,0,0,0,7
2025-06-23,Wexford General Hospital,26,30,56,7
2025-06-30,Bantry General Hospital,0,0,0,7
2025-06-30,Beaumont Hospital,16,0,16,7
2025-06-30,CHI at Crumlin,7,0,7,7
2025-06-30,CHI at Tallaght,8,0,8,7
2025-06-30,CHI at Temple Street,6,0,6,7
2025-06-30,Cavan General Hospital,39,0,39,7
2025-06-30,Connolly Hospital,0,0,0,7
2025-06-30,Cork University Hospital,47,31,78,7
2025-06-30,Ennis Hospital,0,0,0,7
2025-06-30,Galway University Hospital,110,75,185,7
2025-06-30,Letterkenny University Hospital,40,31,71,7
2025-06-30,Louth County Hospital,0,0,0,7
2025-06-30,MRH Mullingar,25,0,25,7
2025-06-30,MRH Portlaoise,12,0,12,7
2025-06-30,MRH Tullamore,0,0,0,7
2025-06-30,Mallow General Hospital,0,0,0,7
2025-06-30,Mater Misericordiae University Hospital,55,0,55,7
2025-06-30,Mayo University Hospital,41,80,121,7
2025-06-30,Mercy University Hospital,41,13,54,7
2025-06-30,Naas General Hospital,57,26,83,7
2025-06-30,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-06-30,National Rehabilitation Hospital,0,0,0,7
2025-06-30,Nenagh Hospital,0,0,0,7
2025-06-30,Our Lady of Lourdes Hospital,79,0,79,7
2025-06-30,Our Lady's Hospital Navan,0,0,0,7
2025-06-30,Portiuncula University Hospital,3,0,3,7
2025-06-30,Roscommon University Hospital,0,0,0,7
2025-06-30,Sligo University Hospital,27,19,46,7
2025-06-30,South Infirmary Victoria University Hospital,0,0,0,7
2025-06-30,St Luke's General Hospital Kilkenny,9,7,16,7
2025-06-30,St. Columcille's Hospital,0,0,0,7
2025-06-30,St. James's Hospital,16,0,16,7
2025-06-30,St. John's Hospital Limerick,0,0,0,7
2025-06-30,St. Luke's Radiation Oncology Network,0,0,0,7
2025-06-30,St. Michael's Hospital,0,0,0,7
2025-06-30,St. Vincent's University Hospital,91,0,91,7
2025-06-30,Tallaght University Hospital,92,35,127,7
2025-06-30,Tipperary University Hospital,20,0,20,7
2025-06-30,UH Kerry,61,27,88,7
2025-06-30,UH Limerick,88,281,369,7
2025-06-30,UH Waterford,0,0,0,7
2025-06-30,Wexford General Hospital,13,29,42,7
2025-07-07,Bantry General Hospital,0,0,0,7
2025-07-07,Beaumont Hospital,0,0,0,7
2025-07-07,CHI at Crumlin,7,0,7,7
2025-07-07,CHI at Tallaght,4,0,4,7
2025-07-07,CHI at Temple Street,3,0,3,7
2025-07-07,Cavan General Hospital,54,0,54,7
2025-07-07,Connolly Hospital,3,0,3,7
2025-07-07,Cork University Hospital,89,26,115,7
2025-07-07,Ennis Hospital,0,0,0,7
2025-07-07,Galway University Hospital,45,40,85,7
2025-07-07,Letterkenny University Hospital,54,33,87,7
2025-07-07,Louth County Hospital,0,0,0,7
2025-07-07,MRH Mullingar,33,3,36,7
2025-07-07,MRH Portlaoise,25,0,25,7
2025-07-07,MRH Tullamore,0,0,0,7
2025-07-07,Mallow General Hospital,0,0,0,7
2025-07-07,Mater Misericordiae University Hospital,63,0,63,7
2025-07-07,Mayo University Hospital,27,51,78,7
2025-07-07,Mercy University Hospital,37,9,46,7
2025-07-07,Naas General Hospital,36,14,50,7
2025-07-07,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-07-07,National Rehabilitation Hospital,0,0,0,7
2025-07-07,Nenagh Hospital,0,0,0,7
2025-07-07,Our Lady of Lourdes Hospital,58,0,58,7
2025-07-07,Our Lady's Hospital Navan,0,0,0,7
2025-07-07,Portiuncula University Hospital,0,0,0,7
2025-07-07,Roscommon University Hospital,0,0,0,7
2025-07-07,Sligo University Hospital,59,40,99,7
2025-07-07,South Infirmary Victoria University Hospital,0,0,0,7
2025-07-07,St Luke's General Hospital Kilkenny,32,7,39,7
2025-07-07,St. Columcille's Hospital,0,0,0,7
2025-07-07,St. James's Hospital,16,0,16,7
2025-07-07,St. John's Hospital Limerick,0,0,0,7
2025-07-07,St. Luke's Radiation Oncology Network,0,0,0,7
2025-07-07,St. Michael's Hospital,0,0,0,7
2025-07-07,St. Vincent's University Hospital,72,0,72,7
2025-07-07,Tallaght University Hospital,47,0,47,7
2025-07-07,Tipperary University Hospital,17,0,17,7
2025-07-07,UH Kerry,60,26,86,7
2025-07-07,UH Limerick,70,205,275,7
2025-07-07,UH Waterford,0,0,0,7
2025-07-07,Wexford General Hospital,33,40,73,7
2025-07-14,Bantry General Hospital,0,0,0,7
2025-07-14,Beaumont Hospital,0,0,0,7
2025-07-14,CHI at Crumlin,5,0,5,7
2025-07-14,CHI at Tallaght,2,0,2,7
2025-07-14,CHI at Temple Street,5,0,5,7
2025-07-14,Cavan General Hospital,32,0,32,7
2025-07-14,Connolly Hospital,1,0,1,7
2025-07-14,Cork University Hospital,94,31,125,7
2025-07-14,Ennis Hospital,0,0,0,7
2025-07-14,Galway University Hospital,109,70,179,7
2025-07-14,Letterkenny University Hospital,47,45,92,7
2025-07-14,Louth County Hospital,0,0,0,7
2025-07-14,MRH Mullingar,27,18,45,7
2025-07-14,MRH Portlaoise,26,0,26,7
2025-07-14,MRH Tullamore,0,0,0,7
2025-07-14,Mallow General Hospital,0,0,0,7
2025-07-14,Mater Misericordiae University Hospital,78,0,78,7
2025-07-14,Mayo University Hospital,29,60,89,7
2025-07-14,Mercy University Hospital,29,6,35,7
2025-07-14,Naas General Hospital,43,21,64,7
2025-07-14,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-07-14,National Rehabilitation Hospital,0,0,0,7
2025-07-14,Nenagh Hospital,0,0,0,7
2025-07-14,Our Lady of Lourdes Hospital,68,0,68,7
2025-07-14,Our Lady's Hospital Navan,2,0,2,7
2025-07-14,Portiuncula University Hospital,1,0,1,7
2025-07-14,Roscommon University Hospital,0,0,0,7
2025-07-14,Sligo University Hospital,96,80,176,7
2025-07-14,South Infirmary Victoria University Hospital,0,0,0,7
2025-07-14,St Luke's General Hospital Kilkenny,27,7,34,7
2025-07-14,St. Columcille's Hospital,0,0,0,7
2025-07-14,St. James's Hospital,65,0,65,7
2025-07-14,St. John's Hospital Limerick,0,0,0,7
2025-07-14,St. Luke's Radiation Oncology Network,0,0,0,7
2025-07-14,St. Michael's Hospital,0,0,0,7
2025-07-14,St. Vincent's University Hospital,95,2,97,7
2025-07-14,Tallaght University Hospital,2,0,2,7
2025-07-14,Tipperary University Hospital,40,0,40,7
2025-07-14,UH Kerry,21,2,23,7
2025-07-14,UH Limerick,81,241,322,7
2025-07-14,UH Waterford,0,0,0,7
2025-07-14,Wexford General Hospital,30,39,69,7
2025-07-21,Bantry General Hospital,0,0,0,7
2025-07-21,Beaumont Hospital,4,0,4,7
2025-07-21,CHI at Crumlin,4,0,4,7
2025-07-21,CHI at Tallaght,6,0,6,7
2025-07-21,CHI at Temple Street,8,0,8,7
2025-07-21,Cavan General Hospital,27,0,27,7
2025-07-21,Connolly Hospital,0,0,0,7
2025-07-21,Cork University Hospital,120,31,151,7
2025-07-21,Ennis Hospital,0,0,0,7
2025-07-21,Galway University Hospital,151,95,246,7
2025-07-21,Letterkenny University Hospital,38,29,67,7
2025-07-21,Louth County Hospital,0,0,0,7
2025-07-21,MRH Mullingar,29,12,41,7
2025-07-21,MRH Portlaoise,44,0,44,7
2025-07-21,MRH Tullamore,0,0,0,7
2025-07-21,Mallow General Hospital,0,0,0,7
2025-07-21,Mater Misericordiae University Hospital,91,0,91,7
2025-07-21,Mayo University Hospital,25,73,98,7
2025-07-21,Mercy University Hospital,39,22,61,7
2025-07-21,Naas General Hospital,43,22,65,7
2025-07-21,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-07-21,National Rehabilitation Hospital,0,0,0,7
2025-07-21,Nenagh Hospital,0,0,0,7
2025-07-21,Our Lady of Lourdes Hospital,69,0,69,7
2025-07-21,Our Lady's Hospital Navan,10,0,10,7
2025-07-21,Portiuncula University Hospital,0,0,0,7
2025-07-21,Roscommon University Hospital,0,0,0,7
2025-07-21,Sligo University Hospital,63,68,131,7
2025-07-21,South Infirmary Victoria University Hospital,0,0,0,7
2025-07-21,St Luke's General Hospital Kilkenny,16,13,29,7
2025-07-21,St. Columcille's Hospital,0,0,0,7
2025-07-21,St. James's Hospital,27,0,27,7
2025-07-21,St. John's Hospital Limerick,0,0,0,7
2025-07-21,St. Luke's Radiation Oncology Network,0,0,0,7
2025-07-21,St. Michael's Hospital,0,0,0,7
2025-07-21,St. Vincent's University Hospital,84,0,84,7
2025-07-21,Tallaght University Hospital,1,0,1,7
2025-07-21,Tipperary University Hospital,24,11,35,7
2025-07-21,UH Kerry,29,0,29,7
2025-07-21,UH Limerick,79,276,355,7
2025-07-21,UH Waterford,0,0,0,7
2025-07-21,Wexford General Hospital,33,29,62,7
2025-07-28,Bantry General Hospital,0,0,0,7
2025-07-28,Beaumont Hospital,3,0,3,7
2025-07-28,CHI at Crumlin,5,0,5,7
2025-07-28,CHI at Tallaght,4,0,4,7
2025-07-28,CHI at Temple Street,11,0,11,7
2025-07-28,Cavan General Hospital,35,0,35,7
2025-07-28,Connolly Hospital,0,0,0,7
2025-07-28,Cork University Hospital,117,31,148,7
2025-07-28,Ennis Hospital,0,0,0,7
2025-07-28,Galway University Hospital,149,100,249,7
2025-07-28,Letterkenny University Hospital,66,48,114,7
2025-07-28,Louth County Hospital,0,0,0,7
2025-07-28,MRH Mullingar,24,0,24,7
2025-07-28,MRH Portlaoise,49,0,49,7
2025-07-28,MRH Tullamore,0,0,0,7
2025-07-28,Mallow General Hospital,0,0,0,7
2025-07-28,Mater Misericordiae University Hospital,60,0,60,7
2025-07-28,Mayo University Hospital,25,55,80,7
2025-07-28,Mercy University Hospital,31,10,41,7
2025-07-28,Naas General Hospital,45,23,68,7
2025-07-28,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-07-28,National Rehabilitation Hospital,0,0,0,7
2025-07-28,Nenagh Hospital,0,0,0,7
2025-07-28,Our Lady of Lourdes Hospital,15,0,15,7
2025-07-28,Our Lady's Hospital Navan,0,0,0,7
2025-07-28,Portiuncula University Hospital,7,0,7,7
2025-07-28,Roscommon University Hospital,0,0,0,7
2025-07-28,Sligo University Hospital,40,37,77,7
2025-07-28,South Infirmary Victoria University Hospital,0,0,0,7
2025-07-28,St Luke's General Hospital Kilkenny,22,0,22,7
2025-07-28,St. Columcille's Hospital,0,0,0,7
2025-07-28,St. James's Hospital,52,0,52,7
2025-07-28,St. John's Hospital Limerick,0,0,0,7
2025-07-28,St. Luke's Radiation Oncology Network,0,0,0,7
2025-07-28,St. Michael's Hospital,0,0,0,7
2025-07-28,St. Vincent's University Hospital,84,0,84,7
2025-07-28,Tallaght University Hospital,5,0,5,7
2025-07-28,Tipperary University Hospital,14,0,14,7
2025-07-28,UH Kerry,45,0,45,7
2025-07-28,UH Limerick,93,297,390,7
2025-07-28,UH Waterford,0,0,0,7
2025-07-28,Wexford General Hospital,34,31,65,7
2025-08-04,Bantry General Hospital,0,0,0,7
2025-08-04,Beaumont Hospital,4,0,4,7
2025-08-04,CHI at Crumlin,5,0,5,7
2025-08-04,CHI at Tallaght,0,0,0,7
2025-08-04,CHI at Temple Street,7,0,7,7
2025-08-04,Cavan General Hospital,26,0,26,7
2025-08-04,Connolly Hospital,1,0,1,7
2025-08-04,Cork University Hospital,79,32,111,7
2025-08-04,Ennis Hospital,0,0,0,7
2025-08-04,Galway University Hospital,118,51,169,7
2025-08-04,Letterkenny University Hospital,90,55,145,7
2025-08-04,Louth County Hospital,0,0,0,7
2025-08-04,MRH Mullingar,40,7,47,7
2025-08-04,MRH Portlaoise,33,0,33,7
2025-08-04,MRH Tullamore,0,0,0,7
2025-08-04,Mallow General Hospital,0,0,0,7
2025-08-04,Mater Misericordiae University Hospital,55,0,55,7
2025-08-04,Mayo University Hospital,43,52,95,7
2025-08-04,Mercy University Hospital,12,1,13,7
2025-08-04,Naas General Hospital,39,19,58,7
2025-08-04,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-08-04,National Rehabilitation Hospital,0,0,0,7
2025-08-04,Nenagh Hospital,0,0,0,7
2025-08-04,Our Lady of Lourdes Hospital,68,0,68,7
2025-08-04,Our Lady's Hospital Navan,4,0,4,7
2025-08-04,Portiuncula University Hospital,2,0,2,7
2025-08-04,Roscommon University Hospital,0,0,0,7
2025-08-04,Sligo University Hospital,29,23,52,7
2025-08-04,South Infirmary Victoria University Hospital,0,0,0,7
2025-08-04,St Luke's General Hospital Kilkenny,29,3,32,7
2025-08-04,St. Columcille's Hospital,0,0,0,7
2025-08-04,St. James's Hospital,44,0,44,7
2025-08-04,St. John's Hospital Limerick,0,0,0,7
2025-08-04,St. Luke's Radiation Oncology Network,0,0,0,7
2025-08-04,St. Michael's Hospital,0,0,0,7
2025-08-04,St. Vincent's University Hospital,92,0,92,7
2025-08-04,Tallaght University Hospital,7,0,7,7
2025-08-04,Tipperary University Hospital,35,0,35,7
2025-08-04,UH Kerry,45,2,47,7
2025-08-04,UH Limerick,66,214,280,7
2025-08-04,UH Waterford,0,0,0,7
2025-08-04,Wexford General Hospital,22,13,35,7
2025-08-11,Bantry General Hospital,0,0,0,7
2025-08-11,Beaumont Hospital,22,0,22,7
2025-08-11,CHI at Crumlin,9,0,9,7
2025-08-11,CHI at Tallaght,2,0,2,7
2025-08-11,CHI at Temple Street,3,0,3,7
2025-08-11,Cavan General Hospital,44,0,44,7
2025-08-11,Connolly Hospital,3,0,3,7
2025-08-11,Cork University Hospital,84,28,112,7
2025-08-11,Ennis Hospital,0,0,0,7
2025-08-11,Galway University Hospital,148,68,216,7
2025-08-11,Letterkenny University Hospital,68,49,117,7
2025-08-11,Louth County Hospital,0,0,0,7
2025-08-11,MRH Mullingar,38,11,49,7
2025-08-11,MRH Portlaoise,42,0,42,7
2025-08-11,MRH Tullamore,2,0,2,7
2025-08-11,Mallow General Hospital,0,0,0,7
2025-08-11,Mater Misericordiae University Hospital,63,0,63,7
2025-08-11,Mayo University Hospital,31,84,115,7
2025-08-11,Mercy University Hospital,23,0,23,7
2025-08-11,Naas General Hospital,83,28,111,7
2025-08-11,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-08-11,National Rehabilitation Hospital,0,0,0,7
2025-08-11,Nenagh Hospital,0,0,0,7
2025-08-11,Our Lady of Lourdes Hospital,88,0,88,7
2025-08-11,Our Lady's Hospital Navan,0,0,0,7
2025-08-11,Portiuncula University Hospital,2,0,2,7
2025-08-11,Roscommon University Hospital,0,0,0,7
2025-08-11,Sligo University Hospital,85,53,138,7
2025-08-11,South Infirmary Victoria University Hospital,0,0,0,7
2025-08-11,St Luke's General Hospital Kilkenny,32,3,35,7
2025-08-11,St. Columcille's Hospital,0,0,0,7
2025-08-11,St. James's Hospital,44,0,44,7
2025-08-11,St. John's Hospital Limerick,0,0,0,7
2025-08-11,St. Luke's Radiation Oncology Network,0,0,0,7
2025-08-11,St. Michael's Hospital,0,0,0,7
2025-08-11,St. Vincent's University Hospital,95,3,98,7
2025-08-11,Tallaght University Hospital,10,0,10,7
2025-08-11,Tipperary University Hospital,53,0,53,7
2025-08-11,UH Kerry,66,17,83,7
2025-08-11,UH Limerick,57,173,230,7
2025-08-11,UH Waterford,0,0,0,7
2025-08-11,Wexford General Hospital,21,20,41,7
2025-08-18,Bantry General Hospital,0,0,0,7
2025-08-18,Beaumont Hospital,26,0,26,7
2025-08-18,CHI at Crumlin,2,0,2,7
2025-08-18,CHI at Tallaght,5,0,5,7
2025-08-18,CHI at Temple Street,2,0,2,7
2025-08-18,Cavan General Hospital,44,0,44,7
2025-08-18,Connolly Hospital,6,0,6,7
2025-08-18,Cork University Hospital,53,30,83,7
2025-08-18,Ennis Hospital,0,0,0,7
2025-08-18,Galway University Hospital,144,82,226,7
2025-08-18,Letterkenny University Hospital,71,40,111,7
2025-08-18,Louth County Hospital,0,0,0,7
2025-08-18,MRH Mullingar,24,0,24,7
2025-08-18,MRH Portlaoise,33,0,33,7
2025-08-18,MRH Tullamore,0,0,0,7
2025-08-18,Mallow General Hospital,0,0,0,7
2025-08-18,Mater Misericordiae University Hospital,60,0,60,7
2025-08-18,Mayo University Hospital,42,88,130,7
2025-08-18,Mercy University Hospital,14,0,14,7
2025-08-18,Naas General Hospital,41,2,43,7
2025-08-18,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-08-18,National Rehabilitation Hospital,0,0,0,7
2025-08-18,Nenagh Hospital,0,0,0,7
2025-08-18,Our Lady of Lourdes Hospital,68,0,68,7
2025-08-18,Our Lady's Hospital Navan,17,0,17,7
2025-08-18,Portiuncula University Hospital,21,0,21,7
2025-08-18,Roscommon University Hospital,0,0,0,7
2025-08-18,Sligo University Hospital,79,59,138,7
2025-08-18,South Infirmary Victoria University Hospital,0,0,0,7
2025-08-18,St Luke's General Hospital Kilkenny,21,7,28,7
2025-08-18,St. Columcille's Hospital,0,0,0,7
2025-08-18,St. James's Hospital,41,0,41,7
2025-08-18,St. John's Hospital Limerick,0,0,0,7
2025-08-18,St. Luke's Radiation Oncology Network,0,0,0,7
2025-08-18,St. Michael's Hospital,0,0,0,7
2025-08-18,St. Vincent's University Hospital,137,22,159,7
2025-08-18,Tallaght University Hospital,4,0,4,7
2025-08-18,Tipperary University Hospital,34,0,34,7
2025-08-18,UH Kerry,70,33,103,7
2025-08-18,UH Limerick,107,280,387,7
2025-08-18,UH Waterford,0,0,0,7
2025-08-18,Wexford General Hospital,33,22,55,7
2025-08-25,Bantry General Hospital,0,0,0,7
2025-08-25,Beaumont Hospital,46,0,46,7
2025-08-25,CHI at Crumlin,1,0,1,7
2025-08-25,CHI at Tallaght,3,0,3,7
2025-08-25,CHI at Temple Street,3,0,3,7
2025-08-25,Cavan General Hospital,44,0,44,7
2025-08-25,Connolly Hospital,9,0,9,7
2025-08-25,Cork University Hospital,115,46,161,7
2025-08-25,Ennis Hospital,0,0,0,7
2025-08-25,Galway University Hospital,147,74,221,7
2025-08-25,Letterkenny University Hospital,62,40,102,7
2025-08-25,Louth County Hospital,0,0,0,7
2025-08-25,MRH Mullingar,18,0,18,7
2025-08-25,MRH Portlaoise,44,0,44,7
2025-08-25,MRH Tullamore,0,0,0,7
2025-08-25,Mallow General Hospital,0,0,0,7
2025-08-25,Mater Misericordiae University Hospital,83,0,83,7
2025-08-25,Mayo University Hospital,39,92,131,7
2025-08-25,Mercy University Hospital,34,0,34,7
2025-08-25,Naas General Hospital,76,9,85,7
2025-08-25,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-08-25,National Rehabilitation Hospital,0,0,0,7
2025-08-25,Nenagh Hospital,0,0,0,7
2025-08-25,Our Lady of Lourdes Hospital,10,0,10,7
2025-08-25,Our Lady's Hospital Navan,1,0,1,7
2025-08-25,Portiuncula University Hospital,14,0,14,7
2025-08-25,Roscommon University Hospital,0,0,0,7
2025-08-25,Sligo University Hospital,84,52,136,7
2025-08-25,South Infirmary Victoria University Hospital,0,0,0,7
2025-08-25,St Luke's General Hospital Kilkenny,32,13,45,7
2025-08-25,St. Columcille's Hospital,0,0,0,7
2025-08-25,St. James's Hospital,123,0,123,7
2025-08-25,St. John's Hospital Limerick,0,0,0,7
2025-08-25,St. Luke's Radiation Oncology Network,0,0,0,7
2025-08-25,St. Michael's Hospital,0,0,0,7
2025-08-25,St. Vincent's University Hospital,129,21,150,7
2025-08-25,Tallaght University Hospital,0,0,0,7
2025-08-25,Tipperary University Hospital,12,0,12,7
2025-08-25,UH Kerry,66,5,71,7
2025-08-25,UH Limerick,96,284,380,7
2025-08-25,UH Waterford,0,0,0,7
2025-08-25,Wexford General Hospital,19,27,42,7
2025-09-01,Bantry General Hospital,0,0,0,7
2025-09-01,Beaumont Hospital,19,0,19,7
2025-09-01,CHI at Crumlin,9,0,9,7
2025-09-01,CHI at Tallaght,10,0,10,7
2025-09-01,CHI at Temple Street,16,1,17,7
2025-09-01,Cavan General Hospital,33,0,33,7
2025-09-01,Connolly Hospital,1,0,1,7
2025-09-01,Cork University Hospital,131,45,176,7
2025-09-01,Ennis Hospital,0,0,0,7
2025-09-01,Galway University Hospital,159,55,214,7
2025-09-01,Letterkenny University Hospital,69,37,106,7
2025-09-01,Louth County Hospital,0,0,0,7
2025-09-01,MRH Mullingar,22,0,22,7
2025-09-01,MRH Portlaoise,21,0,21,7
2025-09-01,MRH Tullamore,0,0,0,7
2025-09-01,Mallow General Hospital,0,0,0,7
2025-09-01,Mater Misericordiae University Hospital,75,0,75,7
2025-09-01,Mayo University Hospital,39,77,116,7
2025-09-01,Mercy University Hospital,33,0,33,7
2025-09-01,Naas General Hospital,78,10,88,7
2025-09-01,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-09-01,National Rehabilitation Hospital,0,0,0,7
2025-09-01,Nenagh Hospital,0,0,0,7
2025-09-01,Our Lady of Lourdes Hospital,54,0,54,7
2025-09-01,Our Lady's Hospital Navan,0,0,0,7
2025-09-01,Portiuncula University Hospital,6,0,6,7
2025-09-01,Roscommon University Hospital,0,0,0,7
2025-09-01,Sligo University Hospital,50,50,100,7
2025-09-01,South Infirmary Victoria University Hospital,0,0,0,7
2025-09-01,St Luke's General Hospital Kilkenny,25,11,36,7
2025-09-01,St. Columcille's Hospital,0,0,0,7
2025-09-01,St. James's Hospital,106,0,106,7
2025-09-01,St. John's Hospital Limerick,0,0,0,7
2025-09-01,St. Luke's Radiation Oncology Network,0,0,0,7
2025-09-01,St. Michael's Hospital,0,0,0,7
2025-09-01,St. Vincent's University Hospital,117,5,122,7
2025-09-01,Tallaght University Hospital,0,0,0,7
2025-09-01,Tipperary University Hospital,2,0,2,7
2025-09-01,UH Kerry,107,28,135,7
2025-09-01,UH Limerick,95,288,383,7
2025-09-01,UH Waterford,0,0,0,7
2025-09-01,Wexford General Hospital,26,44,70,7
2025-09-08,Bantry General Hospital,0,0,0,7
2025-09-08,Beaumont Hospital,32,0,32,7
2025-09-08,CHI at Crumlin,12,0,12,7
2025-09-08,CHI at Tallaght,2,0,2,7
2025-09-08,CHI at Temple Street,9,0,9,7
2025-09-08,Cavan General Hospital,46,0,46,7
2025-09-08,Connolly Hospital,6,0,6,7
2025-09-08,Cork University Hospital,45,23,68,7
2025-09-08,Ennis Hospital,0,0,0,7
2025-09-08,Galway University Hospital,137,75,212,7
2025-09-08,Letterkenny University Hospital,90,55,145,7
2025-09-08,Louth County Hospital,0,0,0,7
2025-09-08,MRH Mullingar,26,3,29,7
2025-09-08,MRH Portlaoise,29,0,29,7
2025-09-08,MRH Tullamore,0,0,0,7
2025-09-08,Mallow General Hospital,0,0,0,7
2025-09-08,Mater Misericordiae University Hospital,41,0,41,7
2025-09-08,Mayo University Hospital,24,75,99,7
2025-09-08,Mercy University Hospital,47,12,59,7
2025-09-08,Naas General Hospital,36,2,38,7
2025-09-08,National Orthopaedic Hospital Cappagh,0,0,0,7
2025-09-08,National Rehabilitation Hospital,0,0,0,7
2025-09-08,Nenagh Hospital,0,0,0,7
2025-09-08,Our Lady of Lourdes Hospital,81,0,81,7
2025-09-08,Our Lady's Hospital Navan,1,0,1,7
2025-09-08,Portiuncula University Hospital,12,0,12,7
2025-09-08,Roscommon University Hospital,0,0,0,7
2025-09-08,Sligo University Hospital,102,82,184,7
2025-09-08,South Infirmary Victoria University Hospital,0,0,0,7
2025-09-08,St Luke's General Hospital Kilkenny,33,19,52,7
2025-09-08,St. Columcille's Hospital,0,0,0,7
2025-09-08,St. James's Hospital,75,0,75,7
2025-09-08,St. John's Hospital Limerick,0,0,0,7
2025-09-08,St. Luke's Radiation Oncology Network,0,0,0,7
2025-09-08,St. Michael's Hospital,0,0,0,7
2025-09-08,St. Vincent's University Hospital,131,12,143,7
2025-09-08,Tallaght University Hospital,0,0,0,7
2025-09-08,Tipperary University Hospital,37,0,37,7
2025-09-08,UH Kerry,68,37,105,7
2025-09-08,UH Limerick,78,251,329,7
2025-09-08,UH Waterford,0,0,0,7
2025-09-08,Wexford General Hospital,24,59,83,7
2025-09-15,Bantry General Hospital,0,0,0,7
2025-09-15,Beaumont Hospital,13,0,13,7
2025-09-15,CHI at Crumlin,6,0,6,7
2025-09-15,CHI at Tallaght,2,0,2,7
2025-09-15,CHI at Temple Street,8,0,8,7
2025-09-15,Cavan General Hospital,34,0,34,7
2025-09-15,Connolly Hospital,1,0,1,7
2025-09-15,Cork University Hospital,94,20,114,7
2025-09-15,Ennis Hospital,0,0,0,7
2025-09-15,Galway University Hospital,122,66,188,7
2025-09-15,Letterkenny University Hospital,49,38,87,7
2025-09-15,Louth County Hospital,0,0,0,7
