date,hospital,ed_trolleys,ward_trolleys,total_trolleys
2026-01-09,Letterkenny University Hospital,12,7,19
2026-01-09,Louth County Hospital,0,0,0
2026-01-09,MRH Mullingar,2,0,2
2026-01-09,MRH Portlaoise,1,0,1
2026-01-09,MRH Tullamore,0,0,0
2026-01-09,Mallow General Hospital,0,0,0
2026-01-09,Mater Misericordiae University Hospital,21,0,21
2026-01-09,Mayo University Hospital,4,16,20
2026-01-09,Mercy University Hospital,20,6,26
2026-01-09,Naas General Hospital,1,0,1
2026-01-09,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-09,National Rehabilitation Hospital,0,0,0
2026-01-09,Nenagh Hospital,0,0,0
2026-01-09,Our Lady of Lourdes Hospital,12,0,12
2026-01-09,Our Lady's Hospital Navan,0,0,0
2026-01-09,Portiuncula University Hospital,2,0,2
2026-01-09,Roscommon University Hospital,0,0,0
2026-01-09,Sligo University Hospital,7,11,18
2026-01-09,South Infirmary Victoria University Hospital,0,0,0
2026-01-09,St Luke's General Hospital Kilkenny,1,5,6
2026-01-09,St. Columcille's Hospital,0,0,0
2026-01-09,St. James's Hospital,13,0,13
2026-01-09,St. John's Hospital Limerick,0,0,0
2026-01-09,St. Luke's Radiation Oncology Network,0,0,0
2026-01-09,St. Michael's Hospital,0,0,0
2026-01-09,St. Vincent's University Hospital,14,0,14
2026-01-09,Tallaght University Hospital,7,7,14
2026-01-09,Tipperary University Hospital,16,0,16
2026-01-09,UH Kerry,17,9,26
2026-01-09,UH Limerick,9,53,62
2026-01-09,UH Waterford,0,0,0
2026-01-09,Wexford General Hospital,6,5,11
2026-01-10,Bantry General Hospital,0,0,0
2026-01-10,Beaumont Hospital,11,0,11
2026-01-10,CHI at Crumlin,0,0,0
2026-01-10,CHI at Tallaght,0,0,0
2026-01-10,CHI at Temple Street,0,0,0
2026-01-10,Cavan General Hospital,4,0,4
2026-01-10,Connolly Hospital,0,0,0
2026-01-10,Cork University Hospital,21,13,34
2026-01-10,Ennis Hospital,0,0,0
2026-01-10,Galway University Hospital,8,12,20
2026-01-10,Letterkenny University Hospital,7,5,12
2026-01-10,Louth County Hospital,0,0,0
2026-01-10,MRH Mullingar,1,0,1
2026-01-10,MRH Portlaoise,4,0,4
2026-01-10,MRH Tullamore,0,0,0
2026-01-10,Mallow General Hospital,0,0,0
2026-01-10,Mater Misericordiae University Hospital,11,0,11
2026-01-10,Mayo University Hospital,0,13,13
2026-01-10,Mercy University Hospital,14,7,21
2026-01-10,Naas General Hospital,6,0,6
2026-01-10,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-10,National Rehabilitation Hospital,0,0,0
2026-01-10,Nenagh Hospital,0,0,0
2026-01-10,Our Lady of Lourdes Hospital,5,0,5
2026-01-10,Our Lady's Hospital Navan,0,0,0
2026-01-10,Portiuncula University Hospital,10,0,10
2026-01-10,Roscommon University Hospital,0,0,0
2026-01-10,Sligo University Hospital,18,4,22
2026-01-10,South Infirmary Victoria University Hospital,0,0,0
2026-01-10,St Luke's General Hospital Kilkenny,0,0,0
2026-01-10,St. Columcille's Hospital,0,0,0
2026-01-10,St. James's Hospital,11,0,11
2026-01-10,St. John's Hospital Limerick,0,0,0
2026-01-10,St. Luke's Radiation Oncology Network,0,0,0
2026-01-10,St. Michael's Hospital,0,0,0
2026-01-10,St. Vincent's University Hospital,11,2,13
2026-01-10,Tallaght University Hospital,11,1,12
2026-01-10,Tipperary University Hospital,9,0,9
2026-01-10,UH Kerry,23,4,27
2026-01-10,UH Limerick,14,37,51
2026-01-10,UH Waterford,0,0,0
2026-01-10,Wexford General Hospital,6,5,11
2026-01-11,Bantry General Hospital,0,0,0
2026-01-11,Beaumont Hospital,14,0,14
2026-01-11,CHI at Crumlin,0,0,0
2026-01-11,CHI at Tallaght,0,0,0
2026-01-11,CHI at Temple Street,0,0,0
2026-01-11,Cavan General Hospital,12,0,12
2026-01-11,Connolly Hospital,0,0,0
2026-01-11,Cork University Hospital,21,18,39
2026-01-11,Ennis Hospital,0,0,0
2026-01-11,Galway University Hospital,12,14,26
2026-01-11,Letterkenny University Hospital,20,9,29
2026-01-11,Louth County Hospital,0,0,0
2026-01-11,MRH Mullingar,0,0,0
2026-01-11,MRH Portlaoise,3,0,3
2026-01-11,MRH Tullamore,0,0,0
2026-01-11,Mallow General Hospital,0,0,0
2026-01-11,Mater Misericordiae University Hospital,12,0,12
2026-01-11,Mayo University Hospital,7,15,22
2026-01-11,Mercy University Hospital,17,6,23
2026-01-11,Naas General Hospital,9,0,9
2026-01-11,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-11,National Rehabilitation Hospital,0,0,0
2026-01-11,Nenagh Hospital,0,0,0
2026-01-11,Our Lady of Lourdes Hospital,8,0,8
2026-01-11,Our Lady's Hospital Navan,0,0,0
2026-01-11,Portiuncula University Hospital,9,0,9
2026-01-11,Roscommon University Hospital,0,0,0
2026-01-11,Sligo University Hospital,11,5,16
2026-01-11,South Infirmary Victoria University Hospital,0,0,0
2026-01-11,St Luke's General Hospital Kilkenny,4,0,4
2026-01-11,St. Columcille's Hospital,0,0,0
2026-01-11,St. James's Hospital,6,0,6
2026-01-11,St. John's Hospital Limerick,0,0,0
2026-01-11,St. Luke's Radiation Oncology Network,0,0,0
2026-01-11,St. Michael's Hospital,0,0,0
2026-01-11,St. Vincent's University Hospital,19,4,23
2026-01-11,Tallaght University Hospital,11,0,11
2026-01-11,Tipperary University Hospital,9,0,9
2026-01-11,UH Kerry,20,9,29
2026-01-11,UH Limerick,19,35,54
2026-01-11,UH Waterford,0,0,0
2026-01-11,Wexford General Hospital,17,6,23
2026-01-12,Bantry General Hospital,0,0,0
2026-01-12,Beaumont Hospital,14,0,14
2026-01-12,CHI at Crumlin,0,0,0
2026-01-12,CHI at Tallaght,0,0,0
2026-01-12,CHI at Temple Street,0,0,0
2026-01-12,Cavan General Hospital,13,0,13
2026-01-12,Connolly Hospital,8,0,8
2026-01-12,Cork University Hospital,26,19,45
2026-01-12,Ennis Hospital,0,0,0
2026-01-12,Galway University Hospital,23,20,43
2026-01-12,Letterkenny University Hospital,15,9,24
2026-01-12,Louth County Hospital,0,0,0
2026-01-12,MRH Mullingar,1,0,1
2026-01-12,MRH Portlaoise,5,0,5
2026-01-12,MRH Tullamore,0,0,0
2026-01-12,Mallow General Hospital,0,0,0
2026-01-12,Mater Misericordiae University Hospital,14,0,14
2026-01-12,Mayo University Hospital,15,17,32
2026-01-12,Mercy University Hospital,24,9,33
2026-01-12,Naas General Hospital,6,2,8
2026-01-12,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-12,National Rehabilitation Hospital,0,0,0
2026-01-12,Nenagh Hospital,0,0,0
2026-01-12,Our Lady of Lourdes Hospital,13,0,13
2026-01-12,Our Lady's Hospital Navan,0,0,0
2026-01-12,Portiuncula University Hospital,7,0,7
2026-01-12,Roscommon University Hospital,0,0,0
2026-01-12,Sligo University Hospital,12,8,20
2026-01-12,South Infirmary Victoria University Hospital,0,0,0
2026-01-12,St Luke's General Hospital Kilkenny,6,0,6
2026-01-12,St. Columcille's Hospital,0,0,0
2026-01-12,St. James's Hospital,29,0,29
2026-01-12,St. John's Hospital Limerick,0,0,0
2026-01-12,St. Luke's Radiation Oncology Network,0,0,0
2026-01-12,St. Michael's Hospital,0,0,0
2026-01-12,St. Vincent's University Hospital,34,15,49
2026-01-12,Tallaght University Hospital,14,0,14
2026-01-12,Tipperary University Hospital,9,0,9
2026-01-12,UH Kerry,18,15,33
2026-01-12,UH Limerick,32,45,77
2026-01-12,UH Waterford,0,0,0
2026-01-12,Wexford General Hospital,20,6,26
2026-01-13,Bantry General Hospital,0,0,0
2026-01-13,Beaumont Hospital,14,0,14
2026-01-13,CHI at Crumlin,0,0,0
2026-01-13,CHI at Tallaght,1,0,1
2026-01-13,CHI at Temple Street,2,0,2
2026-01-13,Cavan General Hospital,12,0,12
2026-01-13,Connolly Hospital,4,0,4
2026-01-13,Cork University Hospital,32,27,59
2026-01-13,Ennis Hospital,0,0,0
2026-01-13,Galway University Hospital,14,15,29
2026-01-13,Letterkenny University Hospital,9,7,16
2026-01-13,Louth County Hospital,0,0,0
2026-01-13,MRH Mullingar,8,0,8
2026-01-13,MRH Portlaoise,11,0,11
2026-01-13,MRH Tullamore,0,0,0
2026-01-13,Mallow General Hospital,0,0,0
2026-01-13,Mater Misericordiae University Hospital,14,0,14
2026-01-13,Mayo University Hospital,7,18,25
2026-01-13,Mercy University Hospital,21,8,29
2026-01-13,Naas General Hospital,16,1,17
2026-01-13,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-13,National Rehabilitation Hospital,0,0,0
2026-01-13,Nenagh Hospital,0,0,0
2026-01-13,Our Lady of Lourdes Hospital,13,0,13
2026-01-13,Our Lady's Hospital Navan,0,0,0
2026-01-13,Portiuncula University Hospital,6,0,6
2026-01-13,Roscommon University Hospital,0,0,0
2026-01-13,Sligo University Hospital,17,10,27
2026-01-13,South Infirmary Victoria University Hospital,0,0,0
2026-01-13,St Luke's General Hospital Kilkenny,5,4,9
2026-01-13,St. Columcille's Hospital,0,0,0
2026-01-13,St. James's Hospital,14,0,14
2026-01-13,St. John's Hospital Limerick,0,0,0
2026-01-13,St. Luke's Radiation Oncology Network,0,0,0
2026-01-13,St. Michael's Hospital,0,0,0
2026-01-13,St. Vincent's University Hospital,42,17,59
2026-01-13,Tallaght University Hospital,19,4,23
2026-01-13,Tipperary University Hospital,13,0,13
2026-01-13,UH Kerry,22,15,37
2026-01-13,UH Limerick,21,58,79
2026-01-13,UH Waterford,0,0,0
2026-01-13,Wexford General Hospital,5,5,10
2026-01-14,Bantry General Hospital,0,0,0
2026-01-14,Beaumont Hospital,14,0,14
2026-01-14,CHI at Crumlin,0,0,0
2026-01-14,CHI at Tallaght,0,0,0
2026-01-14,CHI at Temple Street,0,0,0
2026-01-14,Cavan General Hospital,10,0,10
2026-01-14,Connolly Hospital,1,0,1
2026-01-14,Cork University Hospital,47,25,72
2026-01-14,Ennis Hospital,0,0,0
2026-01-14,Galway University Hospital,25,16,41
2026-01-14,Letterkenny University Hospital,16,7,23
2026-01-14,Louth County Hospital,0,0,0
2026-01-14,MRH Mullingar,7,2,9
2026-01-14,MRH Portlaoise,3,0,3
2026-01-14,MRH Tullamore,0,0,0
2026-01-14,Mallow General Hospital,0,0,0
2026-01-14,Mater Misericordiae University Hospital,20,0,20
2026-01-14,Mayo University Hospital,1,12,13
2026-01-14,Mercy University Hospital,29,9,38
2026-01-14,Naas General Hospital,21,4,25
2026-01-14,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-14,National Rehabilitation Hospital,0,0,0
2026-01-14,Nenagh Hospital,0,0,0
2026-01-14,Our Lady of Lourdes Hospital,18,0,18
2026-01-14,Our Lady's Hospital Navan,0,0,0
2026-01-14,Portiuncula University Hospital,0,0,0
2026-01-14,Roscommon University Hospital,0,0,0
2026-01-14,Sligo University Hospital,8,11,19
2026-01-14,South Infirmary Victoria University Hospital,0,0,0
2026-01-14,St Luke's General Hospital Kilkenny,4,5,9
2026-01-14,St. Columcille's Hospital,0,0,0
2026-01-14,St. James's Hospital,12,0,12
2026-01-14,St. John's Hospital Limerick,0,0,0
2026-01-14,St. Luke's Radiation Oncology Network,0,0,0
2026-01-14,St. Michael's Hospital,0,0,0
2026-01-14,St. Vincent's University Hospital,31,11,42
2026-01-14,Tallaght University Hospital,37,10,47
2026-01-14,Tipperary University Hospital,11,0,11
2026-01-14,UH Kerry,24,10,34
2026-01-14,UH Limerick,2,46,48
2026-01-14,UH Waterford,0,0,0
2026-01-14,Wexford General Hospital,4,6,10
2026-01-15,Bantry General Hospital,0,0,0
2026-01-15,Beaumont Hospital,8,0,8
2026-01-15,CHI at Crumlin,2,0,2
2026-01-15,CHI at Tallaght,2,0,2
2026-01-15,CHI at Temple Street,0,0,0
2026-01-15,Cavan General Hospital,9,0,9
2026-01-15,Connolly Hospital,0,0,0
2026-01-15,Cork University Hospital,31,14,45
2026-01-15,Ennis Hospital,0,0,0
2026-01-15,Galway University Hospital,19,16,35
2026-01-15,Letterkenny University Hospital,3,6,9
2026-01-15,Louth County Hospital,0,0,0
2026-01-15,MRH Mullingar,9,1,10
2026-01-15,MRH Portlaoise,8,0,8
2026-01-15,MRH Tullamore,0,0,0
2026-01-15,Mallow General Hospital,0,0,0
2026-01-15,Mater Misericordiae University Hospital,14,0,14
2026-01-15,Mayo University Hospital,3,9,12
2026-01-15,Mercy University Hospital,35,7,42
2026-01-15,Naas General Hospital,12,2,14
2026-01-15,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-15,National Rehabilitation Hospital,0,0,0
2026-01-15,Nenagh Hospital,0,0,0
2026-01-15,Our Lady of Lourdes Hospital,5,0,5
2026-01-15,Our Lady's Hospital Navan,0,0,0
2026-01-15,Portiuncula University Hospital,3,0,3
2026-01-15,Roscommon University Hospital,0,0,0
2026-01-15,Sligo University Hospital,4,4,8
2026-01-15,South Infirmary Victoria University Hospital,0,0,0
2026-01-15,St Luke's General Hospital Kilkenny,8,7,15
2026-01-15,St. Columcille's Hospital,0,0,0
2026-01-15,St. James's Hospital,22,0,22
2026-01-15,St. John's Hospital Limerick,0,0,0
2026-01-15,St. Luke's Radiation Oncology Network,0,0,0
2026-01-15,St. Michael's Hospital,0,0,0
2026-01-15,St. Vincent's University Hospital,23,7,30
2026-01-15,Tallaght University Hospital,20,13,33
2026-01-15,Tipperary University Hospital,9,0,9
2026-01-15,UH Kerry,10,12,22
2026-01-15,UH Limerick,11,38,49
2026-01-15,UH Waterford,0,0,0
2026-01-15,Wexford General Hospital,3,6,9
2026-01-16,Bantry General Hospital,0,0,0
2026-01-16,Beaumont Hospital,17,0,17
2026-01-16,CHI at Crumlin,4,0,4
2026-01-16,CHI at Tallaght,1,0,1
2026-01-16,CHI at Temple Street,1,0,1
2026-01-16,Cavan General Hospital,6,0,6
2026-01-16,Connolly Hospital,0,0,0
2026-01-16,Cork University Hospital,10,10,20
2026-01-16,Ennis Hospital,0,0,0
2026-01-16,Galway University Hospital,24,10,34
2026-01-16,Letterkenny University Hospital,7,5,12
2026-01-16,Louth County Hospital,0,0,0
2026-01-16,MRH Mullingar,7,1,8
2026-01-16,MRH Portlaoise,2,0,2
2026-01-16,MRH Tullamore,0,0,0
2026-01-16,Mallow General Hospital,0,0,0
2026-01-16,Mater Misericordiae University Hospital,11,0,11
2026-01-16,Mayo University Hospital,4,8,12
2026-01-16,Mercy University Hospital,20,8,28
2026-01-16,Naas General Hospital,19,1,20
2026-01-16,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-16,National Rehabilitation Hospital,0,0,0
2026-01-16,Nenagh Hospital,0,0,0
2026-01-16,Our Lady of Lourdes Hospital,10,0,10
2026-01-16,Our Lady's Hospital Navan,0,0,0
2026-01-16,Portiuncula University Hospital,9,0,9
2026-01-16,Roscommon University Hospital,0,0,0
2026-01-16,Sligo University Hospital,6,1,7
2026-01-16,South Infirmary Victoria University Hospital,0,0,0
2026-01-16,St Luke's General Hospital Kilkenny,1,7,8
2026-01-16,St. Columcille's Hospital,0,0,0
2026-01-16,St. James's Hospital,14,0,14
2026-01-16,St. John's Hospital Limerick,0,0,0
2026-01-16,St. Luke's Radiation Oncology Network,0,0,0
2026-01-16,St. Michael's Hospital,0,0,0
2026-01-16,St. Vincent's University Hospital,17,5,22
2026-01-16,Tallaght University Hospital,18,6,24
2026-01-16,Tipperary University Hospital,7,0,7
2026-01-16,UH Kerry,7,4,11
2026-01-16,UH Limerick,11,36,47
2026-01-16,UH Waterford,0,0,0
2026-01-16,Wexford General Hospital,2,9,11
2026-01-17,Bantry General Hospital,0,0,0
2026-01-17,Beaumont Hospital,0,0,0
2026-01-17,CHI at Crumlin,0,0,0
2026-01-17,CHI at Tallaght,2,0,2
2026-01-17,CHI at Temple Street,1,0,1
2026-01-17,Cavan General Hospital,2,0,2
2026-01-17,Connolly Hospital,0,0,0
2026-01-17,Cork University Hospital,7,0,7
2026-01-17,Ennis Hospital,0,0,0
2026-01-17,Galway University Hospital,25,12,37
2026-01-17,Letterkenny University Hospital,0,2,2
2026-01-17,Louth County Hospital,0,0,0
2026-01-17,MRH Mullingar,1,0,1
2026-01-17,MRH Portlaoise,5,0,5
2026-01-17,MRH Tullamore,0,0,0
2026-01-17,Mallow General Hospital,0,0,0
2026-01-17,Mater Misericordiae University Hospital,10,0,10
2026-01-17,Mayo University Hospital,4,5,9
2026-01-17,Mercy University Hospital,16,5,21
2026-01-17,Naas General Hospital,9,0,9
2026-01-17,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-17,National Rehabilitation Hospital,0,0,0
2026-01-17,Nenagh Hospital,0,0,0
2026-01-17,Our Lady of Lourdes Hospital,5,0,5
2026-01-17,Our Lady's Hospital Navan,0,0,0
2026-01-17,Portiuncula University Hospital,15,0,15
2026-01-17,Roscommon University Hospital,0,0,0
2026-01-17,Sligo University Hospital,2,0,2
2026-01-17,South Infirmary Victoria University Hospital,0,0,0
2026-01-17,St Luke's General Hospital Kilkenny,2,4,6
2026-01-17,St. Columcille's Hospital,0,0,0
2026-01-17,St. James's Hospital,13,0,13
2026-01-17,St. John's Hospital Limerick,0,0,0
2026-01-17,St. Luke's Radiation Oncology Network,0,0,0
2026-01-17,St. Michael's Hospital,0,0,0
2026-01-17,St. Vincent's University Hospital,14,0,14
2026-01-17,Tallaght University Hospital,14,1,15
2026-01-17,Tipperary University Hospital,0,0,0
2026-01-17,UH Kerry,12,0,12
2026-01-17,UH Limerick,11,37,48
2026-01-17,UH Waterford,0,0,0
2026-01-17,Wexford General Hospital,0,2,2
2026-01-18,Bantry General Hospital,0,0,0
2026-01-18,Beaumont Hospital,2,0,2
2026-01-18,CHI at Crumlin,0,0,0
2026-01-18,CHI at Tallaght,3,0,3
2026-01-18,CHI at Temple Street,2,0,2
2026-01-18,Cavan General Hospital,9,0,9
2026-01-18,Connolly Hospital,0,0,0
2026-01-18,Cork University Hospital,13,0,13
2026-01-18,Ennis Hospital,0,0,0
2026-01-18,Galway University Hospital,12,20,32
2026-01-18,Letterkenny University Hospital,5,5,10
2026-01-18,Louth County Hospital,0,0,0
2026-01-18,MRH Mullingar,1,0,1
2026-01-18,MRH Portlaoise,5,0,5
2026-01-18,MRH Tullamore,0,0,0
2026-01-18,Mallow General Hospital,0,0,0
2026-01-18,Mater Misericordiae University Hospital,12,0,12
2026-01-18,Mayo University Hospital,7,10,17
2026-01-18,Mercy University Hospital,12,4,16
2026-01-18,Naas General Hospital,6,0,6
2026-01-18,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-18,National Rehabilitation Hospital,0,0,0
2026-01-18,Nenagh Hospital,0,0,0
2026-01-18,Our Lady of Lourdes Hospital,9,0,9
2026-01-18,Our Lady's Hospital Navan,0,0,0
2026-01-18,Portiuncula University Hospital,11,0,11
2026-01-18,Roscommon University Hospital,0,0,0
2026-01-18,Sligo University Hospital,3,0,3
2026-01-18,South Infirmary Victoria University Hospital,0,0,0
2026-01-18,St Luke's General Hospital Kilkenny,3,7,10
2026-01-18,St. Columcille's Hospital,0,0,0
2026-01-18,St. James's Hospital,19,0,19
2026-01-18,St. John's Hospital Limerick,0,0,0
2026-01-18,St. Luke's Radiation Oncology Network,0,0,0
2026-01-18,St. Michael's Hospital,0,0,0
2026-01-18,St. Vincent's University Hospital,23,0,23
2026-01-18,Tallaght University Hospital,25,4,29
2026-01-18,Tipperary University Hospital,1,0,1
2026-01-18,UH Kerry,7,3,10
2026-01-18,UH Limerick,12,48,60
2026-01-18,UH Waterford,0,0,0
2026-01-18,Wexford General Hospital,0,0,0
2026-01-19,Bantry General Hospital,0,0,0
2026-01-19,Beaumont Hospital,0,0,0
2026-01-19,CHI at Crumlin,4,0,4
2026-01-19,CHI at Tallaght,1,0,1
2026-01-19,CHI at Temple Street,1,0,1
2026-01-19,Cavan General Hospital,9,0,9
2026-01-19,Connolly Hospital,5,0,5
2026-01-19,Cork University Hospital,25,10,35
2026-01-19,Ennis Hospital,0,0,0
2026-01-19,Galway University Hospital,24,21,45
2026-01-19,Letterkenny University Hospital,10,4,14
2026-01-19,Louth County Hospital,0,0,0
2026-01-19,MRH Mullingar,7,0,7
2026-01-19,MRH Portlaoise,3,0,3
2026-01-19,MRH Tullamore,0,0,0
2026-01-19,Mallow General Hospital,0,0,0
2026-01-19,Mater Misericordiae University Hospital,14,0,14
2026-01-19,Mayo University Hospital,21,12,33
2026-01-19,Mercy University Hospital,14,1,15
2026-01-19,Naas General Hospital,10,0,10
2026-01-19,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-19,National Rehabilitation Hospital,0,0,0
2026-01-19,Nenagh Hospital,0,0,0
2026-01-19,Our Lady of Lourdes Hospital,15,0,15
2026-01-19,Our Lady's Hospital Navan,0,0,0
2026-01-19,Portiuncula University Hospital,5,0,5
2026-01-19,Roscommon University Hospital,0,0,0
2026-01-19,Sligo University Hospital,7,1,8
2026-01-19,South Infirmary Victoria University Hospital,0,0,0
2026-01-19,St Luke's General Hospital Kilkenny,8,7,15
2026-01-19,St. Columcille's Hospital,0,0,0
2026-01-19,St. James's Hospital,21,0,21
2026-01-19,St. John's Hospital Limerick,0,0,0
2026-01-19,St. Luke's Radiation Oncology Network,0,0,0
2026-01-19,St. Michael's Hospital,0,0,0
2026-01-19,St. Vincent's University Hospital,40,3,43
2026-01-19,Tallaght University Hospital,25,12,37
2026-01-19,Tipperary University Hospital,8,0,8
2026-01-19,UH Kerry,4,0,4
2026-01-19,UH Limerick,21,57,78
2026-01-19,UH Waterford,0,0,0
2026-01-19,Wexford General Hospital,0,1,1
2026-01-20,Bantry General Hospital,0,0,0
2026-01-20,Beaumont Hospital,0,0,0
2026-01-20,CHI at Crumlin,0,0,0
2026-01-20,CHI at Tallaght,0,0,0
2026-01-20,CHI at Temple Street,6,0,6
2026-01-20,Cavan General Hospital,10,0,10
2026-01-20,Connolly Hospital,1,0,1
2026-01-20,Cork University Hospital,21,12,33
2026-01-20,Ennis Hospital,0,0,0
2026-01-20,Galway University Hospital,35,28,63
2026-01-20,Letterkenny University Hospital,9,4,13
2026-01-20,Louth County Hospital,0,0,0
2026-01-20,MRH Mullingar,11,5,16
2026-01-20,MRH Portlaoise,6,0,6
2026-01-20,MRH Tullamore,0,0,0
2026-01-20,Mallow General Hospital,0,0,0
2026-01-20,Mater Misericordiae University Hospital,14,0,14
2026-01-20,Mayo University Hospital,13,18,31
2026-01-20,Mercy University Hospital,16,5,21
2026-01-20,Naas General Hospital,14,0,14
2026-01-20,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-20,National Rehabilitation Hospital,0,0,0
2026-01-20,Nenagh Hospital,0,0,0
2026-01-20,Our Lady of Lourdes Hospital,14,0,14
2026-01-20,Our Lady's Hospital Navan,0,0,0
2026-01-20,Portiuncula University Hospital,1,0,1
2026-01-20,Roscommon University Hospital,0,0,0
2026-01-20,Sligo University Hospital,25,7,32
2026-01-20,South Infirmary Victoria University Hospital,0,0,0
2026-01-20,St Luke's General Hospital Kilkenny,8,4,12
2026-01-20,St. Columcille's Hospital,0,0,0
2026-01-20,St. James's Hospital,18,0,18
2026-01-20,St. John's Hospital Limerick,0,0,0
