date,hospital,ed_trolleys,ward_trolleys,total_trolleys
2024-12-22,Portiuncula University Hospital,0,0,0
2024-12-22,Roscommon University Hospital,0,0,0
2024-12-22,Sligo University Hospital,2,2,4
2024-12-22,South Infirmary Victoria University Hospital,0,0,0
2024-12-22,St Luke's General Hospital Kilkenny,0,0,0
2024-12-22,St. Columcille's Hospital,0,0,0
2024-12-22,St. James's Hospital,0,0,0
2024-12-22,St. John's Hospital Limerick,0,0,0
2024-12-22,St. Luke's Radiation Oncology Network,0,0,0
2024-12-22,St. Michael's Hospital,0,0,0
2024-12-22,St. Vincent's University Hospital,5,0,5
2024-12-22,Tallaght University Hospital,8,0,8
2024-12-22,Tipperary University Hospital,0,0,0
2024-12-22,UH Kerry,2,0,2
2024-12-22,UH Limerick,21,31,52
2024-12-22,UH Waterford,0,0,0
2024-12-22,Wexford General Hospital,0,0,0
2024-12-23,Bantry General Hospital,0,0,0
2024-12-23,Beaumont Hospital,0,0,0
2024-12-23,CHI at Crumlin,0,0,0
2024-12-23,CHI at Tallaght,0,0,0
2024-12-23,CHI at Temple Street,4,0,4
2024-12-23,Cavan General Hospital,2,0,2
2024-12-23,Connolly Hospital,0,0,0
2024-12-23,Cork University Hospital,7,0,7
2024-12-23,Ennis Hospital,0,0,0
2024-12-23,Galway University Hospital,7,0,7
2024-12-23,Letterkenny University Hospital,2,0,2
2024-12-23,Louth County Hospital,0,0,0
2024-12-23,MRH Mullingar,5,1,6
2024-12-23,MRH Portlaoise,3,0,3
2024-12-23,MRH Tullamore,0,0,0
2024-12-23,Mallow General Hospital,0,0,0
2024-12-23,Mater Misericordiae University Hospital,9,0,9
2024-12-23,Mayo University Hospital,6,9,15
2024-12-23,Mercy University Hospital,11,4,15
2024-12-23,Naas General Hospital,12,1,13
2024-12-23,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-23,National Rehabilitation Hospital,0,0,0
2024-12-23,Nenagh Hospital,0,0,0
2024-12-23,Our Lady of Lourdes Hospital,14,0,14
2024-12-23,Our Lady's Hospital Navan,4,0,4
2024-12-23,Portiuncula University Hospital,1,0,1
2024-12-23,Roscommon University Hospital,0,0,0
2024-12-23,Sligo University Hospital,5,1,6
2024-12-23,South Infirmary Victoria University Hospital,0,0,0
2024-12-23,St Luke's General Hospital Kilkenny,3,0,3
2024-12-23,St. Columcille's Hospital,0,0,0
2024-12-23,St. James's Hospital,4,0,4
2024-12-23,St. John's Hospital Limerick,0,0,0
2024-12-23,St. Luke's Radiation Oncology Network,0,0,0
2024-12-23,St. Michael's Hospital,0,0,0
2024-12-23,St. Vincent's University Hospital,10,0,10
2024-12-23,Tallaght University Hospital,15,0,15
2024-12-23,Tipperary University Hospital,3,2,5
2024-12-23,UH Kerry,9,0,9
2024-12-23,UH Limerick,19,37,56
2024-12-23,UH Waterford,0,0,0
2024-12-23,Wexford General Hospital,0,0,0
2024-12-24,Bantry General Hospital,0,0,0
2024-12-24,Beaumont Hospital,0,0,0
2024-12-24,CHI at Crumlin,4,0,4
2024-12-24,CHI at Tallaght,0,0,0
2024-12-24,CHI at Temple Street,0,0,0
2024-12-24,Cavan General Hospital,3,0,3
2024-12-24,Connolly Hospital,0,0,0
2024-12-24,Cork University Hospital,0,0,0
2024-12-24,Ennis Hospital,0,0,0
2024-12-24,Galway University Hospital,4,0,4
2024-12-24,Letterkenny University Hospital,0,0,0
2024-12-24,Louth County Hospital,0,0,0
2024-12-24,MRH Mullingar,1,0,1
2024-12-24,MRH Portlaoise,3,0,3
2024-12-24,MRH Tullamore,0,0,0
2024-12-24,Mallow General Hospital,0,0,0
2024-12-24,Mater Misericordiae University Hospital,0,0,0
2024-12-24,Mayo University Hospital,3,9,12
2024-12-24,Mercy University Hospital,5,0,5
2024-12-24,Naas General Hospital,5,0,5
2024-12-24,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-24,National Rehabilitation Hospital,0,0,0
2024-12-24,Nenagh Hospital,0,0,0
2024-12-24,Our Lady of Lourdes Hospital,7,0,7
2024-12-24,Our Lady's Hospital Navan,0,0,0
2024-12-24,Portiuncula University Hospital,0,0,0
2024-12-24,Roscommon University Hospital,0,0,0
2024-12-24,Sligo University Hospital,7,2,9
2024-12-24,South Infirmary Victoria University Hospital,0,0,0
2024-12-24,St Luke's General Hospital Kilkenny,0,0,0
2024-12-24,St. Columcille's Hospital,0,0,0
2024-12-24,St. James's Hospital,2,0,2
2024-12-24,St. John's Hospital Limerick,0,0,0
2024-12-24,St. Luke's Radiation Oncology Network,0,0,0
2024-12-24,St. Michael's Hospital,0,0,0
2024-12-24,St. Vincent's University Hospital,3,0,3
2024-12-24,Tallaght University Hospital,4,0,4
2024-12-24,Tipperary University Hospital,0,0,0
2024-12-24,UH Kerry,7,0,7
2024-12-24,UH Limerick,6,17,23
2024-12-24,UH Waterford,0,0,0
2024-12-24,Wexford General Hospital,1,0,1
2024-12-25,Bantry General Hospital,0,0,0
2024-12-25,Beaumont Hospital,0,0,0
2024-12-25,CHI at Crumlin,1,0,1
2024-12-25,CHI at Tallaght,0,0,0
2024-12-25,CHI at Temple Street,0,0,0
2024-12-25,Cavan General Hospital,0,0,0
2024-12-25,Connolly Hospital,0,0,0
2024-12-25,Cork University Hospital,0,0,0
2024-12-25,Ennis Hospital,0,0,0
2024-12-25,Galway University Hospital,2,0,2
2024-12-25,Letterkenny University Hospital,0,0,0
2024-12-25,Louth County Hospital,0,0,0
2024-12-25,MRH Mullingar,2,0,2
2024-12-25,MRH Portlaoise,0,0,0
2024-12-25,MRH Tullamore,0,0,0
2024-12-25,Mallow General Hospital,0,0,0
2024-12-25,Mater Misericordiae University Hospital,0,0,0
2024-12-25,Mayo University Hospital,5,0,5
2024-12-25,Mercy University Hospital,0,0,0
2024-12-25,Naas General Hospital,0,0,0
2024-12-25,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-25,National Rehabilitation Hospital,0,0,0
2024-12-25,Nenagh Hospital,0,0,0
2024-12-25,Our Lady of Lourdes Hospital,0,0,0
2024-12-25,Our Lady's Hospital Navan,0,0,0
2024-12-25,Portiuncula University Hospital,1,0,1
2024-12-25,Roscommon University Hospital,0,0,0
2024-12-25,Sligo University Hospital,3,0,3
2024-12-25,South Infirmary Victoria University Hospital,0,0,0
2024-12-25,St Luke's General Hospital Kilkenny,0,0,0
2024-12-25,St. Columcille's Hospital,0,0,0
2024-12-25,St. James's Hospital,0,0,0
2024-12-25,St. John's Hospital Limerick,0,0,0
2024-12-25,St. Luke's Radiation Oncology Network,0,0,0
2024-12-25,St. Michael's Hospital,0,0,0
2024-12-25,St. Vincent's University Hospital,0,0,0
2024-12-25,Tallaght University Hospital,0,0,0
2024-12-25,Tipperary University Hospital,0,0,0
2024-12-25,UH Kerry,5,0,5
2024-12-25,UH Limerick,5,0,5
2024-12-25,UH Waterford,0,0,0
2024-12-25,Wexford General Hospital,0,0,0
2024-12-26,Bantry General Hospital,0,0,0
2024-12-26,Beaumont Hospital,0,0,0
2024-12-26,CHI at Crumlin,0,0,0
2024-12-26,CHI at Tallaght,0,0,0
2024-12-26,CHI at Temple Street,2,0,2
2024-12-26,Cavan General Hospital,0,0,0
2024-12-26,Connolly Hospital,0,0,0
2024-12-26,Cork University Hospital,4,0,4
2024-12-26,Ennis Hospital,0,0,0
2024-12-26,Galway University Hospital,2,0,2
2024-12-26,Letterkenny University Hospital,1,0,1
2024-12-26,Louth County Hospital,0,0,0
2024-12-26,MRH Mullingar,4,0,4
2024-12-26,MRH Portlaoise,1,0,1
2024-12-26,MRH Tullamore,0,0,0
2024-12-26,Mallow General Hospital,0,0,0
2024-12-26,Mater Misericordiae University Hospital,2,0,2
2024-12-26,Mayo University Hospital,7,8,15
2024-12-26,Mercy University Hospital,2,0,2
2024-12-26,Naas General Hospital,0,0,0
2024-12-26,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-26,National Rehabilitation Hospital,0,0,0
2024-12-26,Nenagh Hospital,0,0,0
2024-12-26,Our Lady of Lourdes Hospital,10,0,10
2024-12-26,Our Lady's Hospital Navan,0,0,0
2024-12-26,Portiuncula University Hospital,0,0,0
2024-12-26,Roscommon University Hospital,0,0,0
2024-12-26,Sligo University Hospital,1,0,1
2024-12-26,South Infirmary Victoria University Hospital,0,0,0
2024-12-26,St Luke's General Hospital Kilkenny,0,0,0
2024-12-26,St. Columcille's Hospital,0,0,0
2024-12-26,St. James's Hospital,1,0,1
2024-12-26,St. John's Hospital Limerick,0,0,0
2024-12-26,St. Luke's Radiation Oncology Network,0,0,0
2024-12-26,St. Michael's Hospital,0,0,0
2024-12-26,St. Vincent's University Hospital,1,0,1
2024-12-26,Tallaght University Hospital,0,0,0
2024-12-26,Tipperary University Hospital,0,0,0
2024-12-26,UH Kerry,4,0,4
2024-12-26,UH Limerick,12,0,12
2024-12-26,UH Waterford,0,0,0
2024-12-26,Wexford General Hospital,3,0,3
2024-12-27,Bantry General Hospital,0,0,0
2024-12-27,Beaumont Hospital,0,0,0
2024-12-27,CHI at Crumlin,2,0,2
2024-12-27,CHI at Tallaght,0,0,0
2024-12-27,CHI at Temple Street,3,0,3
2024-12-27,Cavan General Hospital,2,0,2
2024-12-27,Connolly Hospital,0,0,0
2024-12-27,Cork University Hospital,0,0,0
2024-12-27,Ennis Hospital,0,0,0
2024-12-27,Galway University Hospital,5,0,5
2024-12-27,Letterkenny University Hospital,2,0,2
2024-12-27,Louth County Hospital,0,0,0
2024-12-27,MRH Mullingar,1,0,1
2024-12-27,MRH Portlaoise,8,0,8
2024-12-27,MRH Tullamore,0,0,0
2024-12-27,Mallow General Hospital,0,0,0
2024-12-27,Mater Misericordiae University Hospital,7,0,7
2024-12-27,Mayo University Hospital,3,5,8
2024-12-27,Mercy University Hospital,10,4,14
2024-12-27,Naas General Hospital,11,0,11
2024-12-27,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-27,National Rehabilitation Hospital,0,0,0
2024-12-27,Nenagh Hospital,0,0,0
2024-12-27,Our Lady of Lourdes Hospital,14,0,14
2024-12-27,Our Lady's Hospital Navan,0,0,0
2024-12-27,Portiuncula University Hospital,2,0,2
2024-12-27,Roscommon University Hospital,0,0,0
2024-12-27,Sligo University Hospital,3,2,5
2024-12-27,South Infirmary Victoria University Hospital,0,0,0
2024-12-27,St Luke's General Hospital Kilkenny,4,2,6
2024-12-27,St. Columcille's Hospital,0,0,0
2024-12-27,St. James's Hospital,0,0,0
2024-12-27,St. John's Hospital Limerick,0,0,0
2024-12-27,St. Luke's Radiation Oncology Network,0,0,0
2024-12-27,St. Michael's Hospital,0,0,0
2024-12-27,St. Vincent's University Hospital,13,0,13
2024-12-27,Tallaght University Hospital,0,0,0
2024-12-27,Tipperary University Hospital,0,0,0
2024-12-27,UH Kerry,2,0,2
2024-12-27,UH Limerick,11,23,34
2024-12-27,UH Waterford,0,0,0
2024-12-27,Wexford General Hospital,3,0,3
2024-12-28,Bantry General Hospital,0,0,0
2024-12-28,Beaumont Hospital,0,0,0
2024-12-28,CHI at Crumlin,3,0,3
2024-12-28,CHI at Tallaght,0,0,0
2024-12-28,CHI at Temple Street,0,0,0
2024-12-28,Cavan General Hospital,3,0,3
2024-12-28,Connolly Hospital,0,0,0
2024-12-28,Cork University Hospital,2,0,2
2024-12-28,Ennis Hospital,0,0,0
2024-12-28,Galway University Hospital,7,0,7
2024-12-28,Letterkenny University Hospital,6,2,8
2024-12-28,Louth County Hospital,0,0,0
2024-12-28,MRH Mullingar,5,0,5
2024-12-28,MRH Portlaoise,6,0,6
2024-12-28,MRH Tullamore,0,0,0
2024-12-28,Mallow General Hospital,0,0,0
2024-12-28,Mater Misericordiae University Hospital,4,0,4
2024-12-28,Mayo University Hospital,3,10,13
2024-12-28,Mercy University Hospital,17,4,21
2024-12-28,Naas General Hospital,2,0,2
2024-12-28,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-28,National Rehabilitation Hospital,0,0,0
2024-12-28,Nenagh Hospital,0,0,0
2024-12-28,Our Lady of Lourdes Hospital,22,0,22
2024-12-28,Our Lady's Hospital Navan,0,0,0
2024-12-28,Portiuncula University Hospital,8,0,8
2024-12-28,Roscommon University Hospital,0,0,0
2024-12-28,Sligo University Hospital,3,1,4
2024-12-28,South Infirmary Victoria University Hospital,0,0,0
2024-12-28,St Luke's General Hospital Kilkenny,8,1,9
2024-12-28,St. Columcille's Hospital,0,0,0
2024-12-28,St. James's Hospital,5,0,5
2024-12-28,St. John's Hospital Limerick,0,0,0
2024-12-28,St. Luke's Radiation Oncology Network,0,0,0
2024-12-28,St. Michael's Hospital,0,0,0
2024-12-28,St. Vincent's University Hospital,8,0,8
2024-12-28,Tallaght University Hospital,2,0,2
2024-12-28,Tipperary University Hospital,1,0,1
2024-12-28,UH Kerry,4,0,4
2024-12-28,UH Limerick,13,20,33
2024-12-28,UH Waterford,0,0,0
2024-12-28,Wexford General Hospital,6,0,6
2024-12-29,Bantry General Hospital,0,0,0
2024-12-29,Beaumont Hospital,0,0,0
2024-12-29,CHI at Crumlin,0,0,0
2024-12-29,CHI at Tallaght,1,0,1
2024-12-29,CHI at Temple Street,0,0,0
2024-12-29,Cavan General Hospital,3,0,3
2024-12-29,Connolly Hospital,0,0,0
2024-12-29,Cork University Hospital,6,0,6
2024-12-29,Ennis Hospital,0,0,0
2024-12-29,Galway University Hospital,1,0,1
2024-12-29,Letterkenny University Hospital,7,2,9
2024-12-29,Louth County Hospital,0,0,0
2024-12-29,MRH Mullingar,10,0,10
2024-12-29,MRH Portlaoise,10,0,10
2024-12-29,MRH Tullamore,0,0,0
2024-12-29,Mallow General Hospital,0,0,0
2024-12-29,Mater Misericordiae University Hospital,3,0,3
2024-12-29,Mayo University Hospital,5,12,17
2024-12-29,Mercy University Hospital,13,4,17
2024-12-29,Naas General Hospital,5,0,5
2024-12-29,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-29,National Rehabilitation Hospital,0,0,0
2024-12-29,Nenagh Hospital,0,0,0
2024-12-29,Our Lady of Lourdes Hospital,24,0,24
2024-12-29,Our Lady's Hospital Navan,0,0,0
2024-12-29,Portiuncula University Hospital,16,0,16
2024-12-29,Roscommon University Hospital,0,0,0
2024-12-29,Sligo University Hospital,1,3,4
2024-12-29,South Infirmary Victoria University Hospital,0,0,0
2024-12-29,St Luke's General Hospital Kilkenny,6,0,6
2024-12-29,St. Columcille's Hospital,0,0,0
2024-12-29,St. James's Hospital,2,0,2
2024-12-29,St. John's Hospital Limerick,0,0,0
2024-12-29,St. Luke's Radiation Oncology Network,0,0,0
2024-12-29,St. Michael's Hospital,0,0,0
2024-12-29,St. Vincent's University Hospital,13,0,13
2024-12-29,Tallaght University Hospital,11,0,11
2024-12-29,Tipperary University Hospital,2,2,4
2024-12-29,UH Kerry,5,0,5
2024-12-29,UH Limerick,12,31,43
2024-12-29,UH Waterford,0,0,0
2024-12-29,Wexford General Hospital,4,0,4
2024-12-30,Bantry General Hospital,0,0,0
2024-12-30,Beaumont Hospital,0,0,0
2024-12-30,CHI at Crumlin,0,0,0
2024-12-30,CHI at Tallaght,0,0,0
2024-12-30,CHI at Temple Street,0,0,0
2024-12-30,Cavan General Hospital,13,0,13
2024-12-30,Connolly Hospital,0,0,0
2024-12-30,Cork University Hospital,25,6,31
2024-12-30,Ennis Hospital,0,0,0
2024-12-30,Galway University Hospital,14,4,18
2024-12-30,Letterkenny University Hospital,13,3,16
2024-12-30,Louth County Hospital,0,0,0
2024-12-30,MRH Mullingar,5,3,8
2024-12-30,MRH Portlaoise,9,0,9
2024-12-30,MRH Tullamore,0,0,0
2024-12-30,Mallow General Hospital,0,0,0
2024-12-30,Mater Misericordiae University Hospital,8,0,8
2024-12-30,Mayo University Hospital,17,17,34
2024-12-30,Mercy University Hospital,22,4,26
2024-12-30,Naas General Hospital,13,4,17
2024-12-30,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-30,National Rehabilitation Hospital,0,0,0
2024-12-30,Nenagh Hospital,0,0,0
2024-12-30,Our Lady of Lourdes Hospital,27,0,27
2024-12-30,Our Lady's Hospital Navan,2,0,2
2024-12-30,Portiuncula University Hospital,22,0,22
2024-12-30,Roscommon University Hospital,0,0,0
2024-12-30,Sligo University Hospital,8,4,12
2024-12-30,South Infirmary Victoria University Hospital,0,0,0
2024-12-30,St Luke's General Hospital Kilkenny,7,3,10
2024-12-30,St. Columcille's Hospital,0,0,0
2024-12-30,St. James's Hospital,10,0,10
2024-12-30,St. John's Hospital Limerick,0,0,0
2024-12-30,St. Luke's Radiation Oncology Network,0,0,0
2024-12-30,St. Michael's Hospital,0,0,0
2024-12-30,St. Vincent's University Hospital,24,0,24
2024-12-30,Tallaght University Hospital,25,0,25
2024-12-30,Tipperary University Hospital,8,9,17
2024-12-30,UH Kerry,12,7,19
2024-12-30,UH Limerick,31,41,72
2024-12-30,UH Waterford,0,0,0
2024-12-30,Wexford General Hospital,8,1,9
2024-12-31,Bantry General Hospital,0,0,0
2024-12-31,Beaumont Hospital,0,0,0
2024-12-31,CHI at Crumlin,0,0,0
2024-12-31,CHI at Tallaght,0,0,0
2024-12-31,CHI at Temple Street,3,0,3
2024-12-31,Cavan General Hospital,8,0,8
2024-12-31,Connolly Hospital,0,0,0
2024-12-31,Cork University Hospital,16,3,19
2024-12-31,Ennis Hospital,0,0,0
2024-12-31,Galway University Hospital,6,3,9
2024-12-31,Letterkenny University Hospital,8,4,12
2024-12-31,Louth County Hospital,0,0,0
2024-12-31,MRH Mullingar,2,0,2
2024-12-31,MRH Portlaoise,10,0,10
2024-12-31,MRH Tullamore,0,0,0
2024-12-31,Mallow General Hospital,0,0,0
2024-12-31,Mater Misericordiae University Hospital,10,0,10
2024-12-31,Mayo University Hospital,5,8,13
2024-12-31,Mercy University Hospital,20,6,26
2024-12-31,Naas General Hospital,11,4,15
2024-12-31,National Orthopaedic Hospital Cappagh,0,0,0
2024-12-31,National Rehabilitation Hospital,0,0,0
2024-12-31,Nenagh Hospital,0,0,0
2024-12-31,Our Lady of Lourdes Hospital,11,0,11
2024-12-31,Our Lady's Hospital Navan,0,0,0
2024-12-31,Portiuncula University Hospital,20,0,20
2024-12-31,Roscommon University Hospital,0,0,0
2024-12-31,Sligo University Hospital,15,8,23
2024-12-31,South Infirmary Victoria University Hospital,0,0,0
2024-12-31,St Luke's General Hospital Kilkenny,4,6,10
2024-12-31,St. Columcille's Hospital,0,0,0
2024-12-31,St. James's Hospital,9,0,9
2024-12-31,St. John's Hospital Limerick,0,0,0
2024-12-31,St. Luke's Radiation Oncology Network,0,0,0
2024-12-31,St. Michael's Hospital,0,0,0
2024-12-31,St. Vincent's University Hospital,16,0,16
2024-12-31,Tallaght University Hospital,7,0,7
2024-12-31,Tipperary University Hospital,9,8,17
2024-12-31,UH Kerry,13,0,13
2024-12-31,UH Limerick,21,41,62
2024-12-31,UH Waterford,0,0,0
2024-12-31,Wexford General Hospital,5,2,7
2025-01-01,Bantry General Hospital,0,0,0
2025-01-01,Beaumont Hospital,0,0,0
2025-01-01,CHI at Crumlin,1,0,1
2025-01-01,CHI at Tallaght,1,0,1
2025-01-01,CHI at Temple Street,3,0,3
2025-01-01,Cavan General Hospital,8,0,8
2025-01-01,Connolly Hospital,0,0,0
2025-01-01,Cork University Hospital,13,0,13
2025-01-01,Ennis Hospital,0,0,0
2025-01-01,Galway University Hospital,9,0,9
2025-01-01,Letterkenny University Hospital,2,2,4
2025-01-01,Louth County Hospital,0,0,0
2025-01-01,MRH Mullingar,4,0,4
2025-01-01,MRH Portlaoise,9,0,9
2025-01-01,MRH Tullamore,0,0,0
2025-01-01,Mallow General Hospital,0,0,0
2025-01-01,Mater Misericordiae University Hospital,2,0,2
2025-01-01,Mayo University Hospital,5,9,14
2025-01-01,Mercy University Hospital,14,0,14
2025-01-01,Naas General Hospital,9,3,12
2025-01-01,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-01,National Rehabilitation Hospital,0,0,0
2025-01-01,Nenagh Hospital,0,0,0
2025-01-01,Our Lady of Lourdes Hospital,14,0,14
2025-01-01,Our Lady's Hospital Navan,0,0,0
2025-01-01,Portiuncula University Hospital,12,0,12
2025-01-01,Roscommon University Hospital,0,0,0
2025-01-01,Sligo University Hospital,10,6,16
2025-01-01,South Infirmary Victoria University Hospital,0,0,0
2025-01-01,St Luke's General Hospital Kilkenny,4,0,4
2025-01-01,St. Columcille's Hospital,0,0,0
2025-01-01,St. James's Hospital,6,0,6
2025-01-01,St. John's Hospital Limerick,0,0,0
2025-01-01,St. Luke's Radiation Oncology Network,0,0,0
2025-01-01,St. Michael's Hospital,0,0,0
2025-01-01,St. Vincent's University Hospital,14,0,14
2025-01-01,Tallaght University Hospital,6,0,6
2025-01-01,Tipperary University Hospital,3,8,11
2025-01-01,UH Kerry,13,7,20
2025-01-01,UH Limerick,15,33,48
2025-01-01,UH Waterford,0,0,0
2025-01-01,Wexford General Hospital,4,2,6
2025-01-02,Bantry General Hospital,0,0,0
2025-01-02,Beaumont Hospital,0,0,0
2025-01-02,CHI at Crumlin,4,0,4
2025-01-02,CHI at Tallaght,0,0,0
2025-01-02,CHI at Temple Street,2,0,2
2025-01-02,Cavan General Hospital,9,0,9
2025-01-02,Connolly Hospital,0,0,0
2025-01-02,Cork University Hospital,39,2,41
2025-01-02,Ennis Hospital,0,0,0
2025-01-02,Galway University Hospital,16,9,25
2025-01-02,Letterkenny University Hospital,8,4,12
2025-01-02,Louth County Hospital,0,0,0
2025-01-02,MRH Mullingar,4,3,7
2025-01-02,MRH Portlaoise,7,0,7
2025-01-02,MRH Tullamore,0,0,0
2025-01-02,Mallow General Hospital,0,0,0
2025-01-02,Mater Misericordiae University Hospital,1,0,1
2025-01-02,Mayo University Hospital,2,12,14
2025-01-02,Mercy University Hospital,18,4,22
2025-01-02,Naas General Hospital,20,6,26
2025-01-02,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-02,National Rehabilitation Hospital,0,0,0
2025-01-02,Nenagh Hospital,0,0,0
2025-01-02,Our Lady of Lourdes Hospital,20,0,20
2025-01-02,Our Lady's Hospital Navan,0,0,0
2025-01-02,Portiuncula University Hospital,12,0,12
2025-01-02,Roscommon University Hospital,0,0,0
2025-01-02,Sligo University Hospital,12,12,24
2025-01-02,South Infirmary Victoria University Hospital,0,0,0
2025-01-02,St Luke's General Hospital Kilkenny,6,7,13
2025-01-02,St. Columcille's Hospital,0,0,0
2025-01-02,St. James's Hospital,8,0,8
2025-01-02,St. John's Hospital Limerick,0,0,0
2025-01-02,St. Luke's Radiation Oncology Network,0,0,0
2025-01-02,St. Michael's Hospital,0,0,0
2025-01-02,St. Vincent's University Hospital,22,0,22
2025-01-02,Tallaght University Hospital,15,0,15
2025-01-02,Tipperary University Hospital,6,9,15
2025-01-02,UH Kerry,20,6,26
2025-01-02,UH Limerick,22,40,62
2025-01-02,UH Waterford,0,0,0
2025-01-02,Wexford General Hospital,8,7,15
2025-01-03,Bantry General Hospital,0,0,0
2025-01-03,Beaumont Hospital,0,0,0
2025-01-03,CHI at Crumlin,0,0,0
2025-01-03,CHI at Tallaght,0,0,0
2025-01-03,CHI at Temple Street,6,0,6
2025-01-03,Cavan General Hospital,0,0,0
2025-01-03,Connolly Hospital,0,0,0
2025-01-03,Cork University Hospital,29,13,42
2025-01-03,Ennis Hospital,0,0,0
2025-01-03,Galway University Hospital,16,4,20
2025-01-03,Letterkenny University Hospital,7,4,11
2025-01-03,Louth County Hospital,0,0,0
2025-01-03,MRH Mullingar,8,0,8
2025-01-03,MRH Portlaoise,5,0,5
2025-01-03,MRH Tullamore,0,0,0
2025-01-03,Mallow General Hospital,0,0,0
2025-01-03,Mater Misericordiae University Hospital,0,0,0
2025-01-03,Mayo University Hospital,5,9,14
2025-01-03,Mercy University Hospital,17,0,17
2025-01-03,Naas General Hospital,17,7,24
2025-01-03,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-03,National Rehabilitation Hospital,0,0,0
2025-01-03,Nenagh Hospital,0,0,0
2025-01-03,Our Lady of Lourdes Hospital,19,0,19
2025-01-03,Our Lady's Hospital Navan,0,0,0
2025-01-03,Portiuncula University Hospital,4,0,4
2025-01-03,Roscommon University Hospital,0,0,0
2025-01-03,Sligo University Hospital,15,18,33
2025-01-03,South Infirmary Victoria University Hospital,0,0,0
2025-01-03,St Luke's General Hospital Kilkenny,3,0,3
2025-01-03,St. Columcille's Hospital,0,0,0
2025-01-03,St. James's Hospital,14,0,14
2025-01-03,St. John's Hospital Limerick,0,0,0
2025-01-03,St. Luke's Radiation Oncology Network,0,0,0
2025-01-03,St. Michael's Hospital,0,0,0
2025-01-03,St. Vincent's University Hospital,15,4,19
2025-01-03,Tallaght University Hospital,27,0,27
2025-01-03,Tipperary University Hospital,9,9,18
2025-01-03,UH Kerry,14,0,14
2025-01-03,UH Limerick,27,41,68
2025-01-03,UH Waterford,0,0,0
2025-01-03,Wexford General Hospital,6,5,11
2025-01-04,Bantry General Hospital,0,0,0
2025-01-04,Beaumont Hospital,0,0,0
2025-01-04,CHI at Crumlin,0,0,0
2025-01-04,CHI at Tallaght,4,0,4
2025-01-04,CHI at Temple Street,4,0,4
2025-01-04,Cavan General Hospital,2,0,2
2025-01-04,Connolly Hospital,0,0,0
2025-01-04,Cork University Hospital,4,2,6
2025-01-04,Ennis Hospital,0,0,0
2025-01-04,Galway University Hospital,11,0,11
2025-01-04,Letterkenny University Hospital,2,1,3
2025-01-04,Louth County Hospital,0,0,0
2025-01-04,MRH Mullingar,3,0,3
2025-01-04,MRH Portlaoise,5,0,5
2025-01-04,MRH Tullamore,0,0,0
2025-01-04,Mallow General Hospital,0,0,0
2025-01-04,Mater Misericordiae University Hospital,0,0,0
2025-01-04,Mayo University Hospital,1,7,8
2025-01-04,Mercy University Hospital,3,3,6
2025-01-04,Naas General Hospital,2,7,9
2025-01-04,National Orthopaedic Hospital Cappagh,0,0,0
2025-01-04,National Rehabilitation Hospital,0,0,0
2025-01-04,Nenagh Hospital,0,0,0
2025-01-04,Our Lady of Lourdes Hospital,14,0,14
2025-01-04,Our Lady's Hospital Navan,0,0,0
2025-01-04,Portiuncula University Hospital,6,0,6
2025-01-04,Roscommon University Hospital,0,0,0
2025-01-04,Sligo University Hospital,15,12,27
2025-01-04,South Infirmary Victoria University Hospital,0,0,0
2025-01-04,St Luke's General Hospital Kilkenny,0,0,0
2025-01-04,St. Columcille's Hospital,0,0,0
2025-01-04,St. James's Hospital,8,0,8
2025-01-04,St. John's Hospital Limerick,0,0,0
2025-01-04,St. Luke's Radiation Oncology Network,0,0,0
2025-01-04,St. Michael's Hospital,0,0,0
2025-01-04,St. Vincent's University Hospital,25,0,25
2025-01-04,Tallaght University Hospital,14,0,14
2025-01-04,Tipperary University Hospital,2,4,6
2025-01-04,UH Kerry,4,0,4
2025-01-04,UH Limerick,27,36,63
2025-01-04,UH Waterford,0,0,0
2025-01-04,Wexford General Hospital,2,0,2
2025-01-05,Bantry General Hospital,0,0,0
2025-01-05,Beaumont Hospital,0,0,0
2025-01-05,CHI at Crumlin,2,0,2
2025-01-05,CHI at Tallaght,1,0,1
2025-01-05,CHI at Temple Street,2,0,2
2025-01-05,Cavan General Hospital,9,0,9
2025-01-05,Connolly Hospital,0,0,0
2025-01-05,Cork University Hospital,6,0,6
2025-01-05,Ennis Hospital,0,0,0
2025-01-05,Galway University Hospital,19,1,20
2025-01-05,Letterkenny University Hospital,5,3,8
2025-01-05,Louth County Hospital,0,0,0
2025-01-05,MRH Mullingar,5,3,8
2025-01-05,MRH Portlaoise,6,0,6
2025-01-05,MRH Tullamore,0,0,0
2025-01-05,Mallow General Hospital,0,0,0
2025-01-05,Mater Misericordiae University Hospital,20,0,20
2025-01-05,Mayo University Hospital,4,11,15
